iteration,ratio,objective,residual,left_bc,right_bc
269,4.1917780249e-02,5.3529796749e-01,4.4988894463e-01,3.9790077135e-03,4.5618945733e-03
270,4.1897196355e-02,5.3503510728e-01,4.4973140955e-01,3.9749075659e-03,4.5554623939e-03
271,4.1876648635e-02,5.3477270901e-01,4.4957387447e-01,3.9708102122e-03,4.5490735210e-03
272,4.1856149339e-02,5.3451092914e-01,4.4941636920e-01,3.9667324163e-03,4.5427237637e-03
273,4.1835701969e-02,5.3424981236e-01,4.4925901294e-01,3.9626709186e-03,4.5364089310e-03
274,4.1815291648e-02,5.3398916870e-01,4.4910156727e-01,3.9586373605e-03,4.5301229693e-03
275,4.1794928001e-02,5.3372912109e-01,4.4894424081e-01,3.9546266198e-03,4.5238612220e-03
276,4.1774609570e-02,5.3346965089e-01,4.4878697395e-01,3.9506484754e-03,4.5176194981e-03
277,4.1754343065e-02,5.3321084380e-01,4.4862979650e-01,3.9467127062e-03,4.5113922097e-03
278,4.1734122069e-02,5.3295261785e-01,4.4847270846e-01,3.9428095333e-03,4.5051812194e-03
279,4.1713955915e-02,5.3269509226e-01,4.4831573963e-01,3.9389361627e-03,4.4989991002e-03
280,4.1693834102e-02,5.3243813291e-01,4.4815880060e-01,3.9350874722e-03,4.4928458519e-03
281,4.1673758089e-02,5.3218175843e-01,4.4800195098e-01,3.9312555455e-03,4.4867252000e-03
282,4.1653741002e-02,5.3192613646e-01,4.4784522057e-01,3.9274469018e-03,4.4806445949e-03
283,4.1633770883e-02,5.3167111427e-01,4.4768851995e-01,3.9236601442e-03,4.4745993800e-03
284,4.1613848896e-02,5.3141670674e-01,4.4753193855e-01,3.9198864251e-03,4.4685904868e-03
285,4.1593988463e-02,5.3116308525e-01,4.4737556577e-01,3.9161406457e-03,4.4626113959e-03
286,4.1574173537e-02,5.3091004491e-01,4.4721925259e-01,3.9124106988e-03,4.4566681609e-03
287,4.1554407328e-02,5.3065762669e-01,4.4706305861e-01,3.9087124169e-03,4.4507444836e-03
288,4.1534698004e-02,5.3040593490e-01,4.4690707326e-01,3.9050427731e-03,4.4448436238e-03
289,4.1515040606e-02,5.3015490621e-01,4.4675120711e-01,3.9014010690e-03,4.4389688410e-03
290,4.1495443885e-02,5.2990465239e-01,4.4659563899e-01,3.8977917284e-03,4.4331094250e-03
291,4.1475896756e-02,5.2965503186e-01,4.4644019008e-01,3.8942131214e-03,4.4272709638e-03
292,4.1456405345e-02,5.2940612286e-01,4.4628503919e-01,3.8906503469e-03,4.4214581139e-03
293,4.1436969069e-02,5.2915791795e-01,4.4612997770e-01,3.8871143479e-03,4.4156797230e-03
294,4.1417582676e-02,5.2891035005e-01,4.4597509503e-01,3.8835918531e-03,4.4099334627e-03
295,4.1398256378e-02,5.2866354957e-01,4.4582051039e-01,3.8800900802e-03,4.4042137451e-03
296,4.1378989298e-02,5.2841750532e-01,4.4566616416e-01,3.8766111247e-03,4.3985228986e-03
297,4.1359775894e-02,5.2817214653e-01,4.4551199675e-01,3.8731531240e-03,4.3928618543e-03
298,4.1340616166e-02,5.2792747319e-01,4.4535809755e-01,3.8697095588e-03,4.3872282840e-03
299,4.1321512740e-02,5.2768351883e-01,4.4520440698e-01,3.8662976585e-03,4.3816133402e-03
300,4.1302463573e-02,5.2744025737e-01,4.4505098462e-01,3.8629048504e-03,4.3760226108e-03
301,4.1283470999e-02,5.2719771862e-01,4.4489780068e-01,3.8595364895e-03,4.3704556301e-03
302,4.1264538228e-02,5.2695594355e-01,4.4474491477e-01,3.8561972324e-03,4.3649054132e-03
303,4.1245655924e-02,5.2671481296e-01,4.4459229708e-01,3.8528742734e-03,4.3593770824e-03
304,4.1226833713e-02,5.2647444978e-01,4.4443994761e-01,3.8495806511e-03,4.3538697064e-03
305,4.1208062553e-02,5.2623473853e-01,4.4428780675e-01,3.8463030942e-03,4.3483902700e-03
306,4.1189354404e-02,5.2599583194e-01,4.4413599372e-01,3.8430448622e-03,4.3429387733e-03
307,4.1170695264e-02,5.2575755119e-01,4.4398438931e-01,3.8398043253e-03,4.3375119567e-03
308,4.1152086299e-02,5.2551991120e-01,4.4383299351e-01,3.8365812507e-03,4.3321107514e-03
309,4.1133546180e-02,5.2528315037e-01,4.4368198514e-01,3.8333812263e-03,4.3267356232e-03
310,4.1115050985e-02,5.2504696324e-01,4.4353115559e-01,3.8301961031e-03,4.3213847093e-03
311,4.1096616468e-02,5.2481155097e-01,4.4338062406e-01,3.8270333316e-03,4.3160594068e-03
312,4.1078234459e-02,5.2457680926e-01,4.4323036075e-01,3.8238910493e-03,4.3107541278e-03
313,4.1059904085e-02,5.2434272692e-01,4.4308036566e-01,3.8207687903e-03,4.3054674752e-03
314,4.1041624469e-02,5.2410929278e-01,4.4293051958e-01,3.8176733069e-03,4.3002041057e-03
315,4.1023397947e-02,5.2387653664e-01,4.4278097153e-01,3.8145924918e-03,4.2949640192e-03
316,4.1005228600e-02,5.2364451066e-01,4.4263172150e-01,3.8115328643e-03,4.2897458188e-03
317,4.0987112055e-02,5.2341315895e-01,4.4248273969e-01,3.8084916305e-03,4.2845504358e-03
318,4.0969041309e-02,5.2318239212e-01,4.4233393669e-01,3.8054629695e-03,4.2793825269e-03
319,4.0951027449e-02,5.2295235172e-01,4.4218540192e-01,3.8024592213e-03,4.2742355727e-03
320,4.0933059971e-02,5.2272290364e-01,4.4203707576e-01,3.7994664162e-03,4.2691165581e-03
321,4.0915147045e-02,5.2249415219e-01,4.4188901782e-01,3.7964931689e-03,4.2640203610e-03
322,4.0897277876e-02,5.2226595953e-01,4.4174113870e-01,3.7935387809e-03,4.2589432560e-03
323,4.0879456549e-02,5.2203837782e-01,4.4159352779e-01,3.7905955687e-03,4.2538894340e-03
324,4.0861690649e-02,5.2181150392e-01,4.4144612551e-01,3.7876758724e-03,4.2488621548e-03
325,4.0843969964e-02,5.2158520743e-01,4.4129896164e-01,3.7847738713e-03,4.2438507080e-03
326,4.0826290121e-02,5.2135943249e-01,4.4115194678e-01,3.7818837445e-03,4.2388648726e-03
327,4.0808660452e-02,5.2113429829e-01,4.4100517035e-01,3.7790108472e-03,4.2339018546e-03
328,4.0791070749e-02,5.2090967447e-01,4.4085854292e-01,3.7761472631e-03,4.2289658450e-03
329,4.0773536472e-02,5.2068575844e-01,4.4071221352e-01,3.7733057979e-03,4.2240484618e-03
330,4.0756038952e-02,5.2046231180e-01,4.4056603312e-01,3.7704715505e-03,4.2191566899e-03
331,4.0738585190e-02,5.2023942396e-01,4.4042003155e-01,3.7676531356e-03,4.2142858729e-03
332,4.0721177227e-02,5.2001712099e-01,4.4027423859e-01,3.7648538128e-03,4.2094346136e-03
333,4.0703806312e-02,5.1979529113e-01,4.4012859464e-01,3.7620677613e-03,4.2046019807e-03
334,4.0686483239e-02,5.1957407221e-01,4.3998321891e-01,3.7592980079e-03,4.1997870430e-03
335,4.0669195755e-02,5.1935330778e-01,4.3983802199e-01,3.7565347739e-03,4.1949939914e-03
336,4.0651940944e-02,5.1913296059e-01,4.3969291449e-01,3.7537848111e-03,4.1902200319e-03
337,4.0634732224e-02,5.1891320199e-01,4.3954804540e-01,3.7510462571e-03,4.1854693554e-03
338,4.0617560553e-02,5.1869391650e-01,4.3940332532e-01,3.7483177148e-03,4.1807414964e-03
339,4.0600423595e-02,5.1847507432e-01,4.3925869465e-01,3.7455954589e-03,4.1760425083e-03
340,4.0583321936e-02,5.1825668290e-01,4.3911430240e-01,3.7428757641e-03,4.1713621467e-03
341,4.0566260242e-02,5.1803880185e-01,4.3897005916e-01,3.7401742302e-03,4.1666999459e-03
342,4.0549224511e-02,5.1782125235e-01,4.3882590532e-01,3.7374764215e-03,4.1620582342e-03
343,4.0532232829e-02,5.1760426536e-01,4.3868204951e-01,3.7347937468e-03,4.1574276984e-03
344,4.0515267402e-02,5.1738761365e-01,4.3853825331e-01,3.7321257405e-03,4.1528102010e-03
345,4.0498334356e-02,5.1717137545e-01,4.3839457631e-01,3.7294635549e-03,4.1482164524e-03
346,4.0481430481e-02,5.1695550978e-01,4.3825113773e-01,3.7268013693e-03,4.1436357424e-03
347,4.0464560737e-02,5.1674007997e-01,4.3810778856e-01,3.7241482642e-03,4.1390811093e-03
348,4.0447715206e-02,5.1652495936e-01,4.3796455860e-01,3.7214951590e-03,4.1345451027e-03
349,4.0430903806e-02,5.1631027460e-01,4.3782150745e-01,3.7188434508e-03,4.1300333105e-03
350,4.0414114868e-02,5.1609587669e-01,4.3767851591e-01,3.7162012886e-03,4.1255345568e-03
351,4.0397355685e-02,5.1588185877e-01,4.3753570318e-01,3.7135672756e-03,4.1210483760e-03
352,4.0380621882e-02,5.1566816494e-01,4.3739306927e-01,3.7109297700e-03,4.1165798903e-03
353,4.0363914916e-02,5.1545481384e-01,4.3725049496e-01,3.7083060015e-03,4.1121258400e-03
354,4.0347226329e-02,5.1524169743e-01,4.3710803986e-01,3.7056799047e-03,4.1076857597e-03
355,4.0330567206e-02,5.1502895728e-01,4.3696573377e-01,3.7030582316e-03,4.1032643057e-03
356,4.0313934628e-02,5.1481655613e-01,4.3682354689e-01,3.7004388869e-03,4.0988619439e-03
357,4.0297312845e-02,5.1460429281e-01,4.3668141961e-01,3.6978134885e-03,4.0944740176e-03
358,4.0280723442e-02,5.1439244300e-01,4.3653950095e-01,3.6951955408e-03,4.0900986642e-03
359,4.0264149208e-02,5.1418078691e-01,4.3639764190e-01,3.6925754976e-03,4.0857391432e-03
360,4.0247590727e-02,5.1396933198e-01,4.3625590205e-01,3.6899482366e-03,4.0813949890e-03
361,4.0231055875e-02,5.1375817880e-01,4.3611431122e-01,3.6873244680e-03,4.0770624764e-03
362,4.0214538235e-02,5.1354724541e-01,4.3597275019e-01,3.6847051233e-03,4.0727443993e-03
363,4.0198035180e-02,5.1333649829e-01,4.3583133817e-01,3.6820741370e-03,4.0684421547e-03
364,4.0181554880e-02,5.1312604174e-01,4.3569007516e-01,3.6794461776e-03,4.0641506203e-03
365,4.0165090040e-02,5.1291578263e-01,4.3554890156e-01,3.6768163554e-03,4.0598716587e-03
366,4.0148632202e-02,5.1270561293e-01,4.3540781736e-01,3.6741790827e-03,4.0556006134e-03
367,4.0132194784e-02,5.1249570400e-01,4.3526679277e-01,3.6715450697e-03,4.0513458662e-03
368,4.0115768159e-02,5.1228593290e-01,4.3512585759e-01,3.6688984837e-03,4.0471092798e-03
369,4.0099357871e-02,5.1207637042e-01,4.3498507142e-01,3.6662518978e-03,4.0428778157e-03
370,4.0082965085e-02,5.1186703146e-01,4.3484446406e-01,3.6635971628e-03,4.0386593901e-03
371,4.0066569091e-02,5.1165765151e-01,4.3470379710e-01,3.6609338131e-03,4.0344516747e-03
372,4.0050197601e-02,5.1144858450e-01,4.3456336856e-01,3.6582683679e-03,4.0302532725e-03
373,4.0033826403e-02,5.1123952121e-01,4.3442294002e-01,3.6555950064e-03,4.0260632522e-03
374,4.0017471541e-02,5.1103066653e-01,4.3428263068e-01,3.6529211793e-03,4.0218820795e-03
375,4.0001126597e-02,5.1082193851e-01,4.3414247036e-01,3.6502315197e-03,4.0177153423e-03
376,3.9984785738e-02,5.1061326265e-01,4.3400236964e-01,3.6475330126e-03,4.0135560557e-03
377,3.9968449546e-02,5.1040464640e-01,4.3386235833e-01,3.6448251922e-03,4.0094037540e-03
378,3.9952122397e-02,5.1019614562e-01,4.3372243643e-01,3.6421134137e-03,4.0052575059e-03
379,3.9935804000e-02,5.0998775661e-01,4.3358263373e-01,3.6393841729e-03,4.0011280216e-03
380,3.9919490853e-02,5.0977943465e-01,4.3344295025e-01,3.6366423592e-03,3.9970059879e-03
381,3.9903183250e-02,5.0957118347e-01,4.3330332637e-01,3.6338947248e-03,3.9928909391e-03
382,3.9886877688e-02,5.0936295837e-01,4.3316379189e-01,3.6311387084e-03,3.9887777530e-03
383,3.9870582336e-02,5.0915486366e-01,4.3302443624e-01,3.6283696536e-03,3.9846729487e-03
384,3.9854283484e-02,5.0894672424e-01,4.3288514018e-01,3.6255875602e-03,3.9805709384e-03
385,3.9837987841e-02,5.0873862579e-01,4.3274593353e-01,3.6227921955e-03,3.9764768444e-03
386,3.9821700074e-02,5.0853062794e-01,4.3260687590e-01,3.6199907772e-03,3.9723841473e-03
387,3.9805405889e-02,5.0832254812e-01,4.3246784806e-01,3.6171646789e-03,3.9683054201e-03
388,3.9789110538e-02,5.0811445341e-01,4.3232890964e-01,3.6143274046e-03,3.9642271586e-03
389,3.9772825396e-02,5.0790648907e-01,4.3219015002e-01,3.6114775576e-03,3.9601563476e-03
390,3.9756534129e-02,5.0769844651e-01,4.3205150962e-01,3.6086076871e-03,3.9560860023e-03
391,3.9740244320e-02,5.0749042258e-01,4.3191295862e-01,3.6057194229e-03,3.9520272985e-03
392,3.9723947218e-02,5.0728230551e-01,4.3177446723e-01,3.6028157920e-03,3.9479681291e-03
393,3.9707653908e-02,5.0707423687e-01,4.3163612485e-01,3.5999035463e-03,3.9439075626e-03
394,3.9691353598e-02,5.0686607882e-01,4.3149790168e-01,3.5969673190e-03,3.9398502558e-03
395,3.9675054454e-02,5.0665793568e-01,4.3135982752e-01,3.5940224770e-03,3.9357882924e-03
396,3.9658747142e-02,5.0644968823e-01,4.3122181296e-01,3.5910548177e-03,3.9317328483e-03
397,3.9642431078e-02,5.0624132901e-01,4.3108388782e-01,3.5880641080e-03,3.9276801981e-03
398,3.9626117348e-02,5.0603299960e-01,4.3094617128e-01,3.5850538407e-03,3.9236289449e-03
399,3.9609796909e-02,5.0582458451e-01,4.3080860376e-01,3.5820198245e-03,3.9195781574e-03
400,3.9593461592e-02,5.0561597943e-01,4.3067103624e-01,3.5789681133e-03,3.9155264385e-03
401,3.9577131234e-02,5.0540743768e-01,4.3053367734e-01,3.5759017337e-03,3.9114742540e-03
402,3.9560782499e-02,5.0519866124e-01,4.3039643764e-01,3.5728025250e-03,3.9074197412e-03
403,3.9544430554e-02,5.0498984382e-01,4.3025934696e-01,3.5696865525e-03,3.9033633657e-03
404,3.9528071024e-02,5.0478092954e-01,4.3012237549e-01,3.5665514879e-03,3.8993037306e-03
405,3.9511700410e-02,5.0457187369e-01,4.2998558283e-01,3.5633859225e-03,3.8952431642e-03
406,3.9495317543e-02,5.0436266139e-01,4.2984887958e-01,3.5601984710e-03,3.8911795709e-03
407,3.9478926508e-02,5.0415334478e-01,4.2971235514e-01,3.5569919273e-03,3.8871068973e-03
408,3.9462515928e-02,5.0394377857e-01,4.2957592010e-01,3.5537544172e-03,3.8830314297e-03
409,3.9446104472e-02,5.0373420119e-01,4.2943975329e-01,3.5504952539e-03,3.8789494429e-03
410,3.9429674347e-02,5.0352438539e-01,4.2930370569e-01,3.5472058225e-03,3.8748623338e-03
411,3.9413230220e-02,5.0331439078e-01,4.2916777730e-01,3.5438875202e-03,3.8707735948e-03
412,3.9396770631e-02,5.0310419872e-01,4.2903196812e-01,3.5405419767e-03,3.8666811306e-03
413,3.9380307542e-02,5.0289396197e-01,4.2889648676e-01,3.5371696576e-03,3.8625777233e-03
414,3.9363812655e-02,5.0268331915e-01,4.2876103520e-01,3.5337619483e-03,3.8584663998e-03
415,3.9347305225e-02,5.0247251615e-01,4.2862576246e-01,3.5303272307e-03,3.8543480914e-03
416,3.9330784375e-02,5.0226154178e-01,4.2849072814e-01,3.5268638749e-03,3.8502176758e-03
417,3.9314251566e-02,5.0205041468e-01,4.2835593224e-01,3.5233779345e-03,3.8460702635e-03
418,3.9297693085e-02,5.0183895975e-01,4.2822122574e-01,3.5198584665e-03,3.8419151679e-03
419,3.9281112433e-02,5.0162722170e-01,4.2808669806e-01,3.5163019784e-03,3.8377505261e-03
420,3.9264515737e-02,5.0141527876e-01,4.2795240879e-01,3.5127094015e-03,3.8335775025e-03
421,3.9247902122e-02,5.0120311975e-01,4.2781835794e-01,3.5090823658e-03,3.8293937687e-03
422,3.9231259626e-02,5.0099059194e-01,4.2768442631e-01,3.5054192413e-03,3.8251972292e-03
423,3.9214598169e-02,5.0077782199e-01,4.2755079269e-01,3.5017149057e-03,3.8209881168e-03
424,3.9197913957e-02,5.0056476146e-01,4.2741733789e-01,3.4979821648e-03,3.8167603780e-03
425,3.9181202325e-02,5.0035135075e-01,4.2728409171e-01,3.4942084458e-03,3.8125177380e-03
426,3.9164471730e-02,5.0013769791e-01,4.2715114355e-01,3.4904042259e-03,3.8082513493e-03
427,3.9147710797e-02,4.9992365763e-01,4.2701837420e-01,3.4865590278e-03,3.8039693609e-03
428,3.9130925360e-02,4.9970930442e-01,4.2688593268e-01,3.4826700576e-03,3.7996673491e-03
429,3.9114114251e-02,4.9949462339e-01,4.2675366998e-01,3.4787503537e-03,3.7953453138e-03
430,3.9097269595e-02,4.9927951396e-01,4.2662167549e-01,3.4747810569e-03,3.7910027895e-03
431,3.9080400143e-02,4.9906408787e-01,4.2648997903e-01,3.4707684536e-03,3.7866425700e-03
432,3.9063500352e-02,4.9884827435e-01,4.2635852098e-01,3.4667076543e-03,3.7822679151e-03
433,3.9046569931e-02,4.9863206968e-01,4.2622736096e-01,3.4626009874e-03,3.7778699771e-03
434,3.9029605963e-02,4.9841543660e-01,4.2609643936e-01,3.4584568348e-03,3.7734431680e-03
435,3.9012607572e-02,4.9819836393e-01,4.2596581578e-01,3.4542626236e-03,3.7689919118e-03
436,3.8995575924e-02,4.9798086658e-01,4.2583549023e-01,3.4500281326e-03,3.7645094562e-03
437,3.8978510438e-02,4.9776293710e-01,4.2570546269e-01,3.4457468428e-03,3.7600006908e-03
438,3.8961414905e-02,4.9754462391e-01,4.2557582259e-01,3.4414159600e-03,3.7554639857e-03
439,3.8944275906e-02,4.9732575566e-01,4.2544642091e-01,3.4370357171e-03,3.7508979440e-03
440,3.8927097233e-02,4.9710638076e-01,4.2531734705e-01,3.4325986635e-03,3.7463046610e-03
441,3.8909887930e-02,4.9688661471e-01,4.2518866062e-01,3.4281120170e-03,3.7416834384e-03
442,3.8892630201e-02,4.9666623026e-01,4.2506024241e-01,3.4235699568e-03,3.7370286882e-03
443,3.8875336592e-02,4.9644538760e-01,4.2493224144e-01,3.4189766739e-03,3.7323378492e-03
444,3.8858000100e-02,4.9622399732e-01,4.2480459809e-01,3.4143265802e-03,3.7276132498e-03
445,3.8840618975e-02,4.9600203708e-01,4.2467728257e-01,3.4096254967e-03,3.7228497677e-03
446,3.8823196134e-02,4.9577954412e-01,4.2455038428e-01,3.4048669040e-03,3.7180492654e-03
447,3.8805723702e-02,4.9555641785e-01,4.2442387342e-01,3.4000482410e-03,3.7132063881e-03
448,3.8788211012e-02,4.9533277750e-01,4.2429772019e-01,3.3951743972e-03,3.7083311472e-03
449,3.8770642313e-02,4.9510842189e-01,4.2417192459e-01,3.3902358264e-03,3.7034139968e-03
450,3.8753034815e-02,4.9488357082e-01,4.2404657602e-01,3.3852481283e-03,3.6984514445e-03
451,3.8735373057e-02,4.9465802684e-01,4.2392167449e-01,3.3801915124e-03,3.6934439559e-03
452,3.8717658499e-02,4.9443180859e-01,4.2379713058e-01,3.3750757575e-03,3.6883919965e-03
453,3.8699892890e-02,4.9420493841e-01,4.2367297411e-01,3.3698973712e-03,3.6832990590e-03
454,3.8682070396e-02,4.9397734180e-01,4.2354920506e-01,3.3646568190e-03,3.6781567615e-03
455,3.8664202395e-02,4.9374916404e-01,4.2342597246e-01,3.3593510743e-03,3.6729683634e-03
456,3.8646276341e-02,4.9352024496e-01,4.2330309749e-01,3.3539852593e-03,3.6677294411e-03
457,3.8628293111e-02,4.9329059571e-01,4.2318066955e-01,3.3485547174e-03,3.6624381319e-03
458,3.8610248620e-02,4.9306016415e-01,4.2305856943e-01,3.3430543263e-03,3.6571051460e-03
459,3.8592150744e-02,4.9282905087e-01,4.2293697596e-01,3.3374908380e-03,3.6517165136e-03
460,3.8573992192e-02,4.9259716272e-01,4.2281579971e-01,3.3318626229e-03,3.6462736316e-03
461,3.8555770628e-02,4.9236446992e-01,4.2269504070e-01,3.3261666540e-03,3.6407762673e-03
462,3.8537488971e-02,4.9213100970e-01,4.2257469893e-01,3.3204066567e-03,3.6352244206e-03
463,3.8519149845e-02,4.9189681560e-01,4.2245480418e-01,3.3145837951e-03,3.6296173930e-03
464,3.8500744499e-02,4.9166177586e-01,4.2233526707e-01,3.3086966723e-03,3.6239540204e-03
465,3.8482271183e-02,4.9142586812e-01,4.2221605778e-01,3.3027422614e-03,3.6182389595e-03
466,3.8463739523e-02,4.9118921533e-01,4.2209732533e-01,3.2967235893e-03,3.6124654580e-03
467,3.8445140477e-02,4.9095170200e-01,4.2197892070e-01,3.2906413544e-03,3.6066370085e-03
468,3.8426479586e-02,4.9071339890e-01,4.2186084390e-01,3.2845030073e-03,3.6007522140e-03
469,3.8407747225e-02,4.9047418311e-01,4.2174306512e-01,3.2782952767e-03,3.5948164295e-03
470,3.8388947477e-02,4.9023410678e-01,4.2162561417e-01,3.2720274758e-03,3.5888217390e-03
471,3.8370086176e-02,4.8999324441e-01,4.2150846124e-01,3.2657077536e-03,3.5827702377e-03
472,3.8351148737e-02,4.8975140974e-01,4.2139148712e-01,3.2593240030e-03,3.5766682122e-03
473,3.8332151205e-02,4.8950880766e-01,4.2127478123e-01,3.2528915908e-03,3.5705110058e-03
474,3.8313080451e-02,4.8926527053e-01,4.2115816474e-01,3.2464056276e-03,3.5643046722e-03
475,3.8293948436e-02,4.8902095109e-01,4.2104178667e-01,3.2398696057e-03,3.5580468830e-03
476,3.8274745534e-02,4.8877572641e-01,4.2092546821e-01,3.2332877163e-03,3.5517378710e-03
477,3.8255475245e-02,4.8852964118e-01,4.2080914974e-01,3.2266709022e-03,3.5453781020e-03
478,3.8236139903e-02,4.8828272521e-01,4.2069280148e-01,3.2200082205e-03,3.5389841069e-03
479,3.8216732507e-02,4.8803488910e-01,4.2057636380e-01,3.2133033965e-03,3.5325491335e-03
480,3.8197267643e-02,4.8778631911e-01,4.2045983672e-01,3.2065703999e-03,3.5260778386e-03
481,3.8177741809e-02,4.8753697053e-01,4.2034313083e-01,3.1998122577e-03,3.5195713863e-03
482,3.8158143921e-02,4.8728670180e-01,4.2022609711e-01,3.1930245459e-03,3.5130358301e-03
483,3.8138485064e-02,4.8703565449e-01,4.2010870576e-01,3.1862275209e-03,3.5064674448e-03
484,3.8118769614e-02,4.8678388447e-01,4.1999095678e-01,3.1794183888e-03,3.4998746123e-03
485,3.8098986777e-02,4.8653125390e-01,4.1987258196e-01,3.1725985464e-03,3.4932689741e-03
486,3.8079160766e-02,4.8627807200e-01,4.1975376010e-01,3.1657856889e-03,3.4866456408e-03
487,3.8059267368e-02,4.8602402955e-01,4.1963416338e-01,3.1589681748e-03,3.4800183494e-03
488,3.8039324379e-02,4.8576935381e-01,4.1951379180e-01,3.1521732453e-03,3.4733829089e-03
489,3.8019332380e-02,4.8551405221e-01,4.1939249635e-01,3.1453950796e-03,3.4667602740e-03
490,3.7999286997e-02,4.8525806889e-01,4.1927027702e-01,3.1386360060e-03,3.4601429943e-03
491,3.7979203399e-02,4.8500159755e-01,4.1914698482e-01,3.1319200061e-03,3.4535413142e-03
492,3.7959067584e-02,4.8474445939e-01,4.1902241111e-01,3.1252375338e-03,3.4469671082e-03
493,3.7938897784e-02,4.8448688723e-01,4.1889658570e-01,3.1186046544e-03,3.4404257312e-03
494,3.7918683496e-02,4.8422874697e-01,4.1876929998e-01,3.1120295171e-03,3.4339150880e-03
495,3.7898441204e-02,4.8397024907e-01,4.1864049435e-01,3.1055302825e-03,3.4274449572e-03
496,3.7878163468e-02,4.8371129856e-01,4.1851007938e-01,3.0990999658e-03,3.4210220911e-03
497,3.7857866770e-02,4.8345210589e-01,4.1837796569e-01,3.0927499756e-03,3.4146639518e-03
498,3.7837531566e-02,4.8319242150e-01,4.1824388504e-01,3.0864819419e-03,3.4083714709e-03
499,3.7817180171e-02,4.8293253034e-01,4.1810786724e-01,3.0803121626e-03,3.4021539614e-03
500,3.7796817837e-02,4.8267249949e-01,4.1796994209e-01,3.0742457602e-03,3.3960100263e-03
501,3.7776434208e-02,4.8241219670e-01,4.1782978177e-01,3.0682883225e-03,3.3899531700e-03
502,3.7756045327e-02,4.8215182684e-01,4.1768741608e-01,3.0624540523e-03,3.3839868847e-03
503,3.7735645508e-02,4.8189131729e-01,4.1754275560e-01,3.0567401554e-03,3.3781160600e-03
504,3.7715241458e-02,4.8163075373e-01,4.1739571095e-01,3.0511594377e-03,3.3723448869e-03
505,3.7694843388e-02,4.8137026653e-01,4.1724625230e-01,3.0457130633e-03,3.3666882664e-03
506,3.7674445465e-02,4.8110978119e-01,4.1709429026e-01,3.0404089484e-03,3.3611401450e-03
507,3.7654055855e-02,4.8084940203e-01,4.1693982482e-01,3.0352445319e-03,3.3557133283e-03
508,3.7633670475e-02,4.8058907688e-01,4.1678270698e-01,3.0302316882e-03,3.3504052553e-03
509,3.7613303619e-02,4.8032898828e-01,4.1662305593e-01,3.0253722798e-03,3.3452208154e-03
510,3.7592953683e-02,4.8006911576e-01,4.1646084189e-01,3.0206697993e-03,3.3401574474e-03
511,3.7572621250e-02,4.7980946675e-01,4.1629603505e-01,3.0161247123e-03,3.3352184109e-03
512,3.7552306758e-02,4.7955004685e-01,4.1612863541e-01,3.0117316637e-03,3.3304095268e-03
513,3.7532019395e-02,4.7929097340e-01,4.1595867276e-01,3.0075020622e-03,3.3257280011e-03
514,3.7511759016e-02,4.7903224453e-01,4.1578623652e-01,3.0034265947e-03,3.3211740665e-03
515,3.7491524309e-02,4.7877384350e-01,4.1561126709e-01,2.9995080549e-03,3.3167495858e-03
516,3.7471319356e-02,4.7851582244e-01,4.1543385386e-01,2.9957455117e-03,3.3124512993e-03
517,3.7451152036e-02,4.7825828195e-01,4.1525417566e-01,2.9921357054e-03,3.3082750160e-03
518,3.7431009219e-02,4.7800105438e-01,4.1507211328e-01,2.9886723496e-03,3.3042219002e-03
519,3.7410913515e-02,4.7774442844e-01,4.1488796473e-01,2.9853640590e-03,3.3002821729e-03
520,3.7390844357e-02,4.7748814151e-01,4.1470161080e-01,2.9821950011e-03,3.2964581624e-03
521,3.7370812539e-02,4.7723233141e-01,4.1451328993e-01,2.9791628476e-03,3.2927412540e-03
522,3.7350820832e-02,4.7697703354e-01,4.1432300210e-01,2.9762706254e-03,3.2891323790e-03
523,3.7330862965e-02,4.7672216780e-01,4.1413089633e-01,2.9735045973e-03,3.2856226899e-03
524,3.7310943896e-02,4.7646779753e-01,4.1393712163e-01,2.9708591755e-03,3.2822084613e-03
525,3.7291067126e-02,4.7621396743e-01,4.1374167800e-01,2.9683364555e-03,3.2788924873e-03
526,3.7271225800e-02,4.7596058995e-01,4.1354474425e-01,2.9659203719e-03,3.2756640576e-03
527,3.7251423272e-02,4.7570770793e-01,4.1334635019e-01,2.9636202380e-03,3.2725157216e-03
528,3.7231661001e-02,4.7545534000e-01,4.1314673424e-01,2.9614176601e-03,3.2694430556e-03
529,3.7211933299e-02,4.7520341352e-01,4.1294589639e-01,2.9593114741e-03,3.2664402388e-03
530,3.7192242207e-02,4.7495195456e-01,4.1274389625e-01,2.9573021457e-03,3.2635035459e-03
531,3.7172587580e-02,4.7470096126e-01,4.1254085302e-01,2.9553726781e-03,3.2606380992e-03
532,3.7152968105e-02,4.7445041686e-01,4.1233688593e-01,2.9535233043e-03,3.2578296959e-03
533,3.7133380136e-02,4.7420027480e-01,4.1213202477e-01,2.9517498333e-03,3.2550753094e-03
534,3.7113830673e-02,4.7395062447e-01,4.1192638874e-01,2.9500529636e-03,3.2523707487e-03
535,3.7094313591e-02,4.7370138764e-01,4.1172006726e-01,2.9484219849e-03,3.2497101929e-03
536,3.7074827577e-02,4.7345254757e-01,4.1151311994e-01,2.9468534049e-03,3.2470894512e-03
