iteration,ratio,objective,residual,left_bc,right_bc
49,2.4761601432e-01,3.1621032506e+00,3.6956742406e-02,1.4922106266e-01,1.6329358518e-01
50,2.4268187580e-01,3.0990933701e+00,3.9520196617e-02,1.4543715119e-01,1.6052016616e-01
51,2.3755158949e-01,3.0335786454e+00,4.2241822928e-02,1.4276330173e-01,1.5637037158e-01
52,2.3226458338e-01,2.9660625793e+00,4.5127186924e-02,1.4105936885e-01,1.5103416145e-01
53,2.2688303039e-01,2.8973391317e+00,4.8180725425e-02,1.4016000926e-01,1.4475582540e-01
54,2.2147840575e-01,2.8283210546e+00,5.1405623555e-02,1.3987816870e-01,1.3781337440e-01
55,2.1611734535e-01,2.7598593011e+00,5.4803825915e-02,1.4000850916e-01,1.3049703836e-01
56,2.1085019034e-01,2.6925967373e+00,5.8376017958e-02,1.4033284783e-01,1.2308923155e-01
57,2.0570352612e-01,2.6268728636e+00,6.2121715397e-02,1.4062783122e-01,1.1584727466e-01
58,2.0067794430e-01,2.5626952350e+00,6.6039413214e-02,1.4067515731e-01,1.0899042338e-01
59,1.9575154272e-01,2.4997841567e+00,7.0126816630e-02,1.4027415216e-01,1.0269157588e-01
60,1.9088732601e-01,2.4376671910e+00,7.4381172657e-02,1.3925510645e-01,9.7073495388e-02
61,1.8604338252e-01,2.3758091182e+00,7.8799590468e-02,1.3749206066e-01,9.2208892107e-02
62,1.8118325278e-01,2.3137443438e+00,8.3379544318e-02,1.3491278887e-01,8.8123694062e-02
63,1.7628414839e-01,2.2511818558e+00,8.8119283319e-02,1.3150447607e-01,8.4801778197e-02
64,1.7134146020e-01,2.1880627945e+00,9.3018241227e-02,1.2731373310e-01,8.2190722227e-02
65,1.6636896079e-01,2.1245630383e+00,9.8077416420e-02,1.2244114280e-01,8.0207414925e-02
66,1.6139453547e-01,2.0610386878e+00,1.0329969227e-01,1.1703037471e-01,7.8743532300e-02
67,1.5645346982e-01,1.9979403466e+00,1.0868994892e-01,1.1125410348e-01,7.7670931816e-02
68,1.5158028512e-01,1.9357088581e+00,1.1425492913e-01,1.0529765487e-01,7.6847732067e-02
69,1.4680202363e-01,1.8746895567e+00,1.2000320107e-01,9.9343247712e-02,7.6125390828e-02
70,1.4213388965e-01,1.8150766045e+00,1.2594451010e-01,9.3556098640e-02,7.5357109308e-02
71,1.3757841181e-01,1.7569022924e+00,1.3208909333e-01,8.8073611259e-02,7.4407711625e-02
72,1.3312810870e-01,1.7000710815e+00,1.3844691217e-01,8.2998640835e-02,7.3163777590e-02
73,1.2877053565e-01,1.6444240510e+00,1.4502647519e-01,7.8396603465e-02,7.1543149650e-02
74,1.2449394811e-01,1.5898112208e+00,1.5183378756e-01,7.4295684695e-02,6.9502055645e-02
75,1.2029229585e-01,1.5361553282e+00,1.5887151659e-01,7.0689760149e-02,6.7038618028e-02
76,1.1616788227e-01,1.4834857881e+00,1.6613808274e-01,6.7542925477e-02,6.4191848040e-02
77,1.1213122088e-01,1.4319368601e+00,1.7362731695e-01,6.4794845879e-02,6.1036109924e-02
78,1.0819808311e-01,1.3817099482e+00,1.8132843077e-01,6.2366478145e-02,5.7671673596e-02
79,1.0438545276e-01,1.3330219388e+00,1.8922615051e-01,6.0166601092e-02,5.4212976247e-02
80,1.0070709074e-01,1.2860485613e+00,1.9730153680e-01,5.8098603040e-02,5.0776097924e-02
81,9.7170696058e-02,1.2408881336e+00,2.0553298295e-01,5.6068245322e-02,4.7467269003e-02
82,9.3776911669e-02,1.1975488663e+00,2.1389731765e-01,5.3991332650e-02,4.4373825192e-02
83,9.0521038579e-02,1.1559707522e+00,2.2237113118e-01,5.1801543683e-02,4.1558418423e-02
84,8.7395937874e-02,1.1160626262e+00,2.3093189299e-01,4.9456581473e-02,3.9056491107e-02
85,8.4395725023e-02,1.0777493417e+00,2.3955926299e-01,4.6942234039e-02,3.6876775324e-02
86,8.1518143299e-02,1.0410020798e+00,2.4823571742e-01,4.4272650033e-02,3.5003986210e-02
87,7.8765559115e-02,1.0058510602e+00,2.5694707036e-01,4.1487496346e-02,3.3402901143e-02
88,7.6143803325e-02,9.7237074375e-01,2.6568281651e-01,3.8645479828e-02,3.2023314387e-02
89,7.3659794307e-02,9.4064947963e-01,2.7443560958e-01,3.5815902054e-02,3.0805485323e-02
90,7.1318666292e-02,9.1075283289e-01,2.8320068121e-01,3.3069334924e-02,2.9685877264e-02
91,6.9121917542e-02,8.8269993663e-01,2.9197469354e-01,3.0469274148e-02,2.8603248298e-02
92,6.7066815246e-02,8.5645589232e-01,3.0075418949e-01,2.8065595776e-02,2.7504574507e-02
93,6.5147417698e-02,8.3194482327e-01,3.0953401327e-01,2.5890674442e-02,2.6350405067e-02
94,6.3356574312e-02,8.0907541513e-01,3.1830587983e-01,2.3958239704e-02,2.5118714198e-02
95,6.1687938479e-02,7.8776662052e-01,3.2705688477e-01,2.2264387459e-02,2.3806584999e-02
96,6.0137274456e-02,7.6796434820e-01,3.3576896787e-01,2.0790338516e-02,2.2429199889e-02
97,5.8702427034e-02,7.4964107573e-01,3.4441864491e-01,1.9506033510e-02,2.1016208455e-02
98,5.7382188501e-02,7.3278138041e-01,3.5297784209e-01,1.8374152482e-02,1.9606200978e-02
99,5.6174847058e-02,7.1736340225e-01,3.6141526699e-01,1.7354518175e-02,1.8240295351e-02
100,5.5076820410e-02,7.0334139466e-01,3.6969795823e-01,1.6408279538e-02,1.6956064850e-02
101,5.4082288207e-02,6.9064103067e-01,3.7779349089e-01,1.5501926653e-02,1.5782827511e-02
102,5.3183809313e-02,6.7916728556e-01,3.8567191362e-01,1.4610650949e-02,1.4738885686e-02
103,5.2373440837e-02,6.6881872714e-01,3.9330732822e-01,1.3720451854e-02,1.3830688782e-02
104,5.1644013525e-02,6.5950380266e-01,4.0067929029e-01,1.2828779407e-02,1.3053672388e-02
105,5.0989715194e-02,6.5114828944e-01,4.0777319670e-01,1.1943327263e-02,1.2394182384e-02
106,5.0405957707e-02,6.4369359612e-01,4.1458049417e-01,1.1079267599e-02,1.1832042597e-02
107,4.9888634846e-02,6.3708728552e-01,4.2109772563e-01,1.0255584493e-02,1.1343372054e-02
108,4.9433280412e-02,6.3127232343e-01,4.2732560635e-01,9.4912061468e-03,1.0903465562e-02
109,4.9034527966e-02,6.2618017942e-01,4.3326699734e-01,8.8017014787e-03,1.0489616543e-02
110,4.8686232183e-02,6.2173237652e-01,4.3892571330e-01,8.1970877945e-03,1.0083578527e-02
111,4.8381983442e-02,6.1784706265e-01,4.4430407882e-01,7.6808938757e-03,9.6734045073e-03
112,4.8115885543e-02,6.1444894224e-01,4.4940251112e-01,7.2503364645e-03,9.2543065548e-03
113,4.7882970534e-02,6.1147457361e-01,4.5421800017e-01,6.8972245790e-03,8.8284332305e-03
114,4.7679336983e-02,6.0887413472e-01,4.5874509215e-01,6.6094314680e-03,8.4034726024e-03
115,4.7501705982e-02,6.0660575330e-01,4.6297594905e-01,6.3724750653e-03,7.9905055463e-03
116,4.7346999910e-02,6.0463012755e-01,4.6690219641e-01,6.1712237075e-03,7.6015698723e-03
117,4.7211948027e-02,6.0290548950e-01,4.7051608562e-01,5.9915361926e-03,7.2474041954e-03
118,4.7093117107e-02,6.0138799623e-01,4.7381249070e-01,5.8217276819e-03,6.9358232431e-03
119,4.6987146855e-02,6.0003473610e-01,4.7678989172e-01,5.6536733173e-03,6.6708112136e-03
120,4.6891123301e-02,5.9880849719e-01,4.7945156693e-01,5.4833544418e-03,6.4523387700e-03
121,4.6802793511e-02,5.9768050909e-01,4.8180562258e-01,5.3107724525e-03,6.2767164782e-03
122,4.6720574039e-02,5.9663055092e-01,4.8386502266e-01,5.1391883753e-03,6.1373645440e-03
123,4.6643291015e-02,5.9564363211e-01,4.8564615846e-01,4.9739568494e-03,6.0257902369e-03
124,4.6569923427e-02,5.9470671415e-01,4.8716801405e-01,4.8211407848e-03,5.9327292256e-03
125,4.6499441509e-02,5.9380664676e-01,4.8845061660e-01,4.6862624586e-03,5.8493404649e-03
126,4.6430785745e-02,5.9292989969e-01,4.8951327801e-01,4.5733586885e-03,5.7683037594e-03
127,4.6363010093e-02,5.9206439182e-01,4.9037367105e-01,4.4843950309e-03,5.6846770458e-03
128,4.6295431059e-02,5.9120139480e-01,4.9104672670e-01,4.4191242196e-03,5.5963424966e-03
129,4.6227730087e-02,5.9033684060e-01,4.9154469371e-01,4.3752365746e-03,5.5039781146e-03
130,4.6159859043e-02,5.8947011456e-01,4.9187716842e-01,4.3487553485e-03,5.4105394520e-03
131,4.6091902818e-02,5.8860230073e-01,4.9205166101e-01,4.3346290477e-03,5.3204349242e-03
132,4.6023953302e-02,5.8773457259e-01,4.9207493663e-01,4.3274476193e-03,5.2385157906e-03
133,4.5956040835e-02,5.8686731756e-01,4.9195390940e-01,4.3221930973e-03,5.1691476256e-03
134,4.5888150246e-02,5.8600034192e-01,4.9169638753e-01,4.3149255216e-03,5.1154699177e-03
135,4.5820301081e-02,5.8513389528e-01,4.9131184816e-01,4.3032593094e-03,5.0789453089e-03
136,4.5752595150e-02,5.8426927775e-01,4.9081170559e-01,4.2865616269e-03,5.0591956824e-03
137,4.5685275744e-02,5.8340959623e-01,4.9020943046e-01,4.2658662423e-03,5.0541502424e-03
138,4.5618613870e-02,5.8255831152e-01,4.8951953650e-01,4.2434656061e-03,5.0604119897e-03
139,4.5552872074e-02,5.8171877638e-01,4.8875725269e-01,4.2223464698e-03,5.0738058053e-03
140,4.5488252808e-02,5.8089357615e-01,4.8793751001e-01,4.2055710219e-03,5.0900354981e-03
141,4.5424870133e-02,5.8008416742e-01,4.8707404733e-01,4.1956910864e-03,5.1053212956e-03
142,4.5362797563e-02,5.7929148898e-01,4.8617863655e-01,4.1943346150e-03,5.1169507205e-03
143,4.5302115319e-02,5.7851656526e-01,4.8526102304e-01,4.2019635439e-03,5.1235905848e-03
144,4.5242922585e-02,5.7776066288e-01,4.8432850838e-01,4.2178682052e-03,5.1253470592e-03
145,4.5185327590e-02,5.7702516392e-01,4.8338633776e-01,4.2402939871e-03,5.1235887222e-03
146,4.5129435351e-02,5.7631140947e-01,4.8243817687e-01,4.2668147944e-03,5.1205083728e-03
147,4.5075297794e-02,5.7562006265e-01,4.8148673773e-01,4.2946846224e-03,5.1186480559e-03
148,4.5022905000e-02,5.7495099679e-01,4.8053416610e-01,4.3213590980e-03,5.1203239709e-03
149,4.4972234217e-02,5.7430392131e-01,4.7958338261e-01,4.3448214419e-03,5.1272325218e-03
150,4.4923229433e-02,5.7367812097e-01,4.7863754630e-01,4.3639121577e-03,5.1401453093e-03
151,4.4875831430e-02,5.7307283953e-01,4.7770068049e-01,4.3783900328e-03,5.1588257775e-03
152,4.4830017455e-02,5.7248778641e-01,4.7677779198e-01,4.3889097869e-03,5.1820897497e-03
153,4.4785732663e-02,5.7192226127e-01,4.7587397695e-01,4.3967575766e-03,5.2080708556e-03
154,4.4742932132e-02,5.7137569040e-01,4.7499454021e-01,4.4035702012e-03,5.2345446311e-03
155,4.4701539430e-02,5.7084709778e-01,4.7414439917e-01,4.4109527953e-03,5.2593173459e-03
156,4.4661465292e-02,5.7033534348e-01,4.7332754731e-01,4.4201775454e-03,5.2806017920e-03
157,4.4622596532e-02,5.6983898208e-01,4.7254666686e-01,4.4319722801e-03,5.2972594276e-03
158,4.4584861971e-02,5.6935710460e-01,4.7180339694e-01,4.4464180246e-03,5.3089531139e-03
159,4.4548173509e-02,5.6888858601e-01,4.7109791636e-01,4.4629550539e-03,5.3161117248e-03
160,4.4512458217e-02,5.6843249500e-01,4.7042956948e-01,4.4805211946e-03,5.3197713569e-03
161,4.4477655127e-02,5.6798805296e-01,4.6979677677e-01,4.4978079386e-03,5.3213196807e-03
162,4.4443688391e-02,5.6755429134e-01,4.6919792891e-01,4.5134364627e-03,5.3221997805e-03
163,4.4410486831e-02,5.6713030115e-01,4.6863117814e-01,4.5262742788e-03,5.3236382082e-03
164,4.4377966724e-02,5.6671501324e-01,4.6809509397e-01,4.5355740003e-03,5.3264177404e-03
165,4.4346077602e-02,5.6630778313e-01,4.6758893132e-01,4.5410962775e-03,5.3307889029e-03
166,4.4314763747e-02,5.6590789929e-01,4.6711218357e-01,4.5431065373e-03,5.3364648484e-03
167,4.4283967108e-02,5.6551462039e-01,4.6666488051e-01,4.5422646217e-03,5.3427093662e-03
168,4.4253663763e-02,5.6512764096e-01,4.6624732018e-01,4.5395018533e-03,5.3485305980e-03
169,4.4223805580e-02,5.6474634632e-01,4.6585974097e-01,4.5357928611e-03,5.3528677672e-03
170,4.4194360469e-02,5.6437032670e-01,4.6550208330e-01,4.5320056379e-03,5.3548188880e-03
171,4.4165294883e-02,5.6399915367e-01,4.6517384052e-01,4.5287357643e-03,5.3537958302e-03
172,4.4136572940e-02,5.6363236904e-01,4.6487396955e-01,4.5262258500e-03,5.3496141918e-03
173,4.4108175387e-02,5.6326972693e-01,4.6460071206e-01,4.5243888162e-03,5.3425123915e-03
174,4.4080078304e-02,5.6291092187e-01,4.6435201168e-01,4.5228241943e-03,5.3330669180e-03
175,4.4052277022e-02,5.6255589426e-01,4.6412545443e-01,4.5209717937e-03,5.3220721893e-03
176,4.4024743537e-02,5.6220428646e-01,4.6391838789e-01,4.5182169415e-03,5.3103729151e-03
177,4.3997476390e-02,5.6185607985e-01,4.6372851729e-01,4.5140255243e-03,5.2987309173e-03
178,4.3970454287e-02,5.6151100248e-01,4.6355360746e-01,4.5080585405e-03,5.2876807749e-03
179,4.3943663515e-02,5.6116887927e-01,4.6339192986e-01,4.5002317056e-03,5.2774632350e-03
180,4.3917107868e-02,5.6082975864e-01,4.6324205399e-01,4.4907284901e-03,5.2680419758e-03
181,4.3890765175e-02,5.6049335748e-01,4.6310296655e-01,4.4799181633e-03,5.2591208369e-03
182,4.3864640395e-02,5.6015973911e-01,4.6297398210e-01,4.4683306478e-03,5.2502448671e-03
183,4.3838714567e-02,5.5982866138e-01,4.6285429597e-01,4.4565121643e-03,5.2409241907e-03
184,4.3812992065e-02,5.5950018018e-01,4.6274331212e-01,4.4449558482e-03,5.2307308652e-03
185,4.3787460639e-02,5.5917413905e-01,4.6264022589e-01,4.4339899905e-03,5.2194013260e-03
186,4.3762108036e-02,5.5885038152e-01,4.6254387498e-01,4.4237803668e-03,5.2068703808e-03
187,4.3736936589e-02,5.5852893740e-01,4.6245306730e-01,4.4143009000e-03,5.1932861097e-03
188,4.3711937548e-02,5.5820969492e-01,4.6236634254e-01,4.4053588063e-03,5.1789763384e-03
189,4.3687102744e-02,5.5789254978e-01,4.6228221059e-01,4.3966774829e-03,5.1643564366e-03
190,4.3662426634e-02,5.5757743120e-01,4.6219915152e-01,4.3879528530e-03,5.1498753019e-03
191,4.3637912427e-02,5.5726438016e-01,4.6211591363e-01,4.3789283372e-03,5.1359185018e-03
192,4.3613531828e-02,5.5695303530e-01,4.6203118563e-01,4.3694390915e-03,5.1227458753e-03
193,4.3589302338e-02,5.5664362013e-01,4.6194446087e-01,4.3594627641e-03,5.1104528829e-03
194,4.3565198286e-02,5.5633580685e-01,4.6185490489e-01,4.3490966782e-03,5.0989934243e-03
195,4.3541222007e-02,5.5602962524e-01,4.6176233888e-01,4.3385429308e-03,5.0881854258e-03
196,4.3517365916e-02,5.5572497845e-01,4.6166664362e-01,4.3280674145e-03,5.0777657889e-03
197,4.3493628262e-02,5.5542184412e-01,4.6156775951e-01,4.3179327622e-03,5.0674760714e-03
198,4.3469997669e-02,5.5512007698e-01,4.6146556735e-01,4.3083536439e-03,5.0570974126e-03
199,4.3446475594e-02,5.5481969565e-01,4.6136012673e-01,4.2994623072e-03,5.0464947708e-03
200,4.3423046577e-02,5.5452050269e-01,4.6125110984e-01,4.2912932113e-03,5.0356462598e-03
201,4.3399709744e-02,5.5422248691e-01,4.6113830805e-01,4.2837746441e-03,5.0246431492e-03
202,4.3376466843e-02,5.5392567068e-01,4.6102136374e-01,4.2767780833e-03,5.0136526115e-03
203,4.3353299497e-02,5.5362981930e-01,4.6089982986e-01,4.2701200582e-03,5.0028790720e-03
204,4.3330214999e-02,5.5333502591e-01,4.6077355742e-01,4.2636273429e-03,4.9925195053e-03
205,4.3307201972e-02,5.5304114521e-01,4.6064224839e-01,4.2571625672e-03,4.9827271141e-03
206,4.3284263333e-02,5.5274821445e-01,4.6050587296e-01,4.2506549507e-03,4.9735791981e-03
207,4.3261387705e-02,5.5245608836e-01,4.6036449075e-01,4.2440900579e-03,4.9650697038e-03
208,4.3238574213e-02,5.5216475576e-01,4.6021836996e-01,4.2375223711e-03,4.9571162090e-03
209,4.3215828399e-02,5.5187428743e-01,4.6006792784e-01,4.2310645804e-03,4.9495710991e-03
210,4.3193139762e-02,5.5158454925e-01,4.5991346240e-01,4.2248317041e-03,4.9422769807e-03
211,4.3170495466e-02,5.5129537731e-01,4.5975533128e-01,4.2189243250e-03,4.9350801855e-03
212,4.3147912722e-02,5.5100699142e-01,4.5959404111e-01,4.2134248652e-03,4.9278703518e-03
213,4.3125371986e-02,5.5071914196e-01,4.5942977071e-01,4.2083389126e-03,4.9205981195e-03
214,4.3102884051e-02,5.5043196678e-01,4.5926287770e-01,4.2036464438e-03,4.9132620916e-03
215,4.3080443666e-02,5.5014539883e-01,4.5909345150e-01,4.1992771439e-03,4.9059176818e-03
216,4.3058043538e-02,5.4985934496e-01,4.5892161131e-01,4.1951169260e-03,4.8986566253e-03
217,4.3035692710e-02,5.4957392067e-01,4.5874750614e-01,4.1910731234e-03,4.8915683292e-03
218,4.3013372220e-02,5.4928888381e-01,4.5857116580e-01,4.1870390996e-03,4.8847324215e-03
219,4.2991102198e-02,5.4900449142e-01,4.5839294791e-01,4.1829682887e-03,4.8781861551e-03
220,4.2968861056e-02,5.4872046784e-01,4.5821291208e-01,4.1788248345e-03,4.8719304614e-03
221,4.2946659004e-02,5.4843694344e-01,4.5803144574e-01,4.1746194474e-03,4.8659304157e-03
222,4.2924499252e-02,5.4815395921e-01,4.5784890652e-01,4.1704061441e-03,4.8600989394e-03
223,4.2902369254e-02,5.4787135497e-01,4.5766559243e-01,4.1662235744e-03,4.8543526791e-03
224,4.2880273387e-02,5.4758918658e-01,4.5748174191e-01,4.1621397249e-03,4.8486045562e-03
225,4.2858216027e-02,5.4730750993e-01,4.5729783177e-01,4.1581871919e-03,4.8427805305e-03
226,4.2836183755e-02,5.4702615365e-01,4.5711392164e-01,4.1543724947e-03,4.8368507996e-03
227,4.2814187948e-02,5.4674526304e-01,4.5693027973e-01,4.1506988928e-03,4.8307990655e-03
228,4.2792221896e-02,5.4646475241e-01,4.5674699545e-01,4.1471179575e-03,4.8246579245e-03
229,4.2770288807e-02,5.4618466273e-01,4.5656421781e-01,4.1435793974e-03,4.8184650950e-03
230,4.2748381099e-02,5.4590489715e-01,4.5638185740e-01,4.1400259361e-03,4.8122778535e-03
231,4.2726506646e-02,5.4562555626e-01,4.5620009303e-01,4.1364100762e-03,4.8061362468e-03
232,4.2704658156e-02,5.4534654692e-01,4.5601886511e-01,4.1327038780e-03,4.8000644892e-03
233,4.2682846714e-02,5.4506801069e-01,4.5583835244e-01,4.1288943030e-03,4.7940714285e-03
234,4.2661052192e-02,5.4478969052e-01,4.5565852523e-01,4.1249799542e-03,4.7881365754e-03
235,4.2639296760e-02,5.4451186955e-01,4.5547959208e-01,4.1210032068e-03,4.7822245397e-03
236,4.2617568166e-02,5.4423439130e-01,4.5530176163e-01,4.1169770993e-03,4.7762859613e-03
237,4.2595862909e-02,5.4395721108e-01,4.5512485504e-01,4.1129514575e-03,4.7702840529e-03
238,4.2574192075e-02,5.4368047044e-01,4.5494914055e-01,4.1089467704e-03,4.7641862184e-03
239,4.2552546329e-02,5.4340405017e-01,4.5477458835e-01,4.1049695574e-03,4.7579766251e-03
240,4.2530925087e-02,5.4312794283e-01,4.5460116863e-01,4.1010137647e-03,4.7516636550e-03
241,4.2509336809e-02,5.4285225645e-01,4.5442897081e-01,4.0970710106e-03,4.7452575527e-03
242,4.2487776245e-02,5.4257692397e-01,4.5425790548e-01,4.0931086987e-03,4.7387932427e-03
243,4.2466243101e-02,5.4230194166e-01,4.5408779383e-01,4.0891156532e-03,4.7322991304e-03
244,4.2444742631e-02,5.4202737659e-01,4.5391863585e-01,4.0850657970e-03,4.7258082777e-03
245,4.2423266664e-02,5.4175312445e-01,4.5375040174e-01,4.0809400380e-03,4.7193323262e-03
246,4.2401820745e-02,5.4147925600e-01,4.5358300209e-01,4.0767486207e-03,4.7128768638e-03
247,4.2380408956e-02,5.4120582342e-01,4.5341646671e-01,4.0724985301e-03,4.7064372338e-03
248,4.2359023130e-02,5.4093272239e-01,4.5325073600e-01,4.0682028048e-03,4.6999957412e-03
249,4.2337669102e-02,5.4066002741e-01,4.5308580995e-01,4.0638879873e-03,4.6935337596e-03
250,4.2316343078e-02,5.4038769007e-01,4.5292165875e-01,4.0595741011e-03,4.6870289370e-03
251,4.2295051477e-02,5.4011579230e-01,4.5275825262e-01,4.0552825667e-03,4.6804714948e-03
252,4.2273793716e-02,5.3984432667e-01,4.5259562135e-01,4.0510054678e-03,4.6738651581e-03
253,4.2252559875e-02,5.3957316652e-01,4.5243358612e-01,4.0467474610e-03,4.6672103927e-03
254,4.2231363666e-02,5.3930248693e-01,4.5227217674e-01,4.0425080806e-03,4.6605230309e-03
255,4.2210206547e-02,5.3903230652e-01,4.5211127400e-01,4.0382696316e-03,4.6538333409e-03
256,4.2189078308e-02,5.3876249492e-01,4.5195084810e-01,4.0340200067e-03,4.6471445821e-03
257,4.2167987117e-02,5.3849315643e-01,4.5179075003e-01,4.0297587402e-03,4.6404819004e-03
258,4.2146923348e-02,5.3822416812e-01,4.5163097978e-01,4.0254681371e-03,4.6338504180e-03
259,4.2125902753e-02,5.3795573115e-01,4.5147156715e-01,4.0211644955e-03,4.6272519976e-03
260,4.2104915997e-02,5.3768772632e-01,4.5131236315e-01,4.0168548003e-03,4.6206815168e-03
261,4.2083971540e-02,5.3742026165e-01,4.5115351677e-01,4.0125478990e-03,4.6141268685e-03
262,4.2063053629e-02,5.3715313599e-01,4.5099475980e-01,4.0082568303e-03,4.6075810678e-03
263,4.2042180935e-02,5.3688658774e-01,4.5083633065e-01,4.0039881133e-03,4.6010375954e-03
264,4.2021341788e-02,5.3662046790e-01,4.5067805052e-01,3.9997510612e-03,4.5944908634e-03
265,4.2000549900e-02,5.3635495156e-01,4.5051997900e-01,3.9955549873e-03,4.5879422687e-03
266,4.1979795351e-02,5.3608991206e-01,4.5036211610e-01,3.9913835935e-03,4.5813960023e-03
267,4.1959081352e-02,5.3582539037e-01,4.5020428300e-01,3.9872452617e-03,4.5748655684e-03
268,4.1938409651e-02,5.3556140885e-01,4.5004659891e-01,3.9831171744e-03,4.5683635399e-03
