iteration,ratio,objective,residual,left_bc,right_bc
267,7.9817081084e-02,5.2615134418e-01,4.5006284118e-01,3.5976297222e-03,4.0112202987e-03
268,7.9759787481e-02,5.2577366680e-01,4.4979420304e-01,3.5931626335e-03,4.0047839284e-03
269,7.9702662286e-02,5.2539709955e-01,4.4952586293e-01,3.5887304693e-03,3.9983931929e-03
270,7.9645702673e-02,5.2502162382e-01,4.4925788045e-01,3.5843278747e-03,3.9920462295e-03
271,7.9588921639e-02,5.2464732528e-01,4.4899037480e-01,3.5799650941e-03,3.9857299998e-03
272,7.9532306188e-02,5.2427411824e-01,4.4872328639e-01,3.5756155849e-03,3.9794677868e-03
273,7.9475868185e-02,5.2390208095e-01,4.4845673442e-01,3.5712847020e-03,3.9732502773e-03
274,7.9419592940e-02,5.2353111655e-01,4.4819059968e-01,3.5669684876e-03,3.9670830593e-03
275,7.9363486667e-02,5.2316126600e-01,4.4792491198e-01,3.5626720637e-03,3.9609633386e-03
276,7.9307549931e-02,5.2279253304e-01,4.4765987992e-01,3.5583905410e-03,3.9548748173e-03
277,7.9251760694e-02,5.2242477238e-01,4.4739526510e-01,3.5541260149e-03,3.9488249458e-03
278,7.9196152862e-02,5.2205820754e-01,4.4713133574e-01,3.5498903599e-03,3.9427969605e-03
279,7.9140701570e-02,5.2169267461e-01,4.4686797261e-01,3.5456682090e-03,3.9368020371e-03
280,7.9085422076e-02,5.2132827416e-01,4.4660517573e-01,3.5414558370e-03,3.9308541454e-03
281,7.9030283298e-02,5.2096480131e-01,4.4634294510e-01,3.5372488201e-03,3.9249369875e-03
282,7.8975320840e-02,5.2060249075e-01,4.4608134031e-01,3.5330536775e-03,3.9190612733e-03
283,7.8920504185e-02,5.2024114132e-01,4.4582036138e-01,3.5288687795e-03,3.9132093079e-03
284,7.8865862718e-02,5.1988094673e-01,4.4556003809e-01,3.5247064661e-03,3.9073843509e-03
285,7.8811353491e-02,5.1952162385e-01,4.4530022144e-01,3.5205562599e-03,3.9015840739e-03
286,7.8757020018e-02,5.1916345954e-01,4.4504112005e-01,3.5164067522e-03,3.8958273362e-03
287,7.8702831782e-02,5.1880625263e-01,4.4478255510e-01,3.5122709814e-03,3.8900985382e-03
288,7.8648800087e-02,5.1845007762e-01,4.4452455640e-01,3.5081529059e-03,3.8843993098e-03
289,7.8594923236e-02,5.1809492335e-01,4.4426718354e-01,3.5040462390e-03,3.8787277881e-03
290,7.8541193882e-02,5.1774074137e-01,4.4401037693e-01,3.4999425989e-03,3.8730937522e-03
291,7.8487616548e-02,5.1738756150e-01,4.4375413656e-01,3.4958585165e-03,3.8674836978e-03
292,7.8434184451e-02,5.1703533903e-01,4.4349840283e-01,3.4917863086e-03,3.8619076367e-03
293,7.8380915110e-02,5.1668418944e-01,4.4324329495e-01,3.4877234139e-03,3.8563662674e-03
294,7.8327781965e-02,5.1633393764e-01,4.4298866391e-01,3.4836744890e-03,3.8508526050e-03
295,7.8274800839e-02,5.1598468795e-01,4.4273462892e-01,3.4796327818e-03,3.8453731686e-03
296,7.8221972861e-02,5.1563644782e-01,4.4248107076e-01,3.4756155219e-03,3.8399223704e-03
297,7.8169275993e-02,5.1528907195e-01,4.4222792983e-01,3.4716145601e-03,3.8344997447e-03
298,7.8116733405e-02,5.1494271308e-01,4.4197532535e-01,3.4676212817e-03,3.8291176315e-03
299,7.8064327576e-02,5.1459725574e-01,4.4172319770e-01,3.4636380151e-03,3.8237681147e-03
300,7.8012071507e-02,5.1425278559e-01,4.4147151709e-01,3.4596766345e-03,3.8184502628e-03
301,7.7959954458e-02,5.1390923187e-01,4.4122031331e-01,3.4557243343e-03,3.8131675683e-03
302,7.7907980386e-02,5.1356662065e-01,4.4096958637e-01,3.4517941531e-03,3.8079095539e-03
303,7.7856135163e-02,5.1322485879e-01,4.4071924686e-01,3.4478702582e-03,3.8026908878e-03
304,7.7804434612e-02,5.1288405061e-01,4.4046935439e-01,3.4439680167e-03,3.7975017913e-03
305,7.7752888340e-02,5.1254425943e-01,4.4021996856e-01,3.4400867298e-03,3.7923427299e-03
306,7.7701464136e-02,5.1220527291e-01,4.3997094035e-01,3.4362107981e-03,3.7872223184e-03
307,7.7650183474e-02,5.1186723262e-01,4.3972241879e-01,3.4323448781e-03,3.7821363658e-03
308,7.7599035616e-02,5.1153006777e-01,4.3947428465e-01,3.4285006113e-03,3.7770778872e-03
309,7.7548015477e-02,5.1119374484e-01,4.3922662735e-01,3.4246724099e-03,3.7720394321e-03
310,7.7497138879e-02,5.1085836813e-01,4.3897941709e-01,3.4208616707e-03,3.7670333404e-03
311,7.7446393957e-02,5.1052385941e-01,4.3873265386e-01,3.4170534927e-03,3.7620672956e-03
312,7.7395781838e-02,5.1019022614e-01,4.3848633766e-01,3.4132560249e-03,3.7571329158e-03
313,7.7345299134e-02,5.0985744596e-01,4.3824043870e-01,3.4094825387e-03,3.7522180937e-03
314,7.7294950364e-02,5.0952554867e-01,4.3799498677e-01,3.4057206940e-03,3.7473354023e-03
315,7.7244736095e-02,5.0919453800e-01,4.3775001168e-01,3.4019667655e-03,3.7424860056e-03
316,7.7194646153e-02,5.0886434689e-01,4.3750545382e-01,3.3982286695e-03,3.7376605906e-03
317,7.7144691276e-02,5.0853504613e-01,4.3726137280e-01,3.3945064060e-03,3.7328610197e-03
318,7.7094857901e-02,5.0820654631e-01,4.3701776862e-01,3.3907892648e-03,3.7280882243e-03
319,7.7045150550e-02,5.0787887722e-01,4.3677452207e-01,3.3870893531e-03,3.7233461626e-03
320,7.6995574872e-02,5.0755207613e-01,4.3653181195e-01,3.3833903726e-03,3.7186359987e-03
321,7.6946118437e-02,5.0722606108e-01,4.3628948927e-01,3.3797109500e-03,3.7139463238e-03
322,7.6896806108e-02,5.0690099597e-01,4.3604773283e-01,3.3760529477e-03,3.7092734128e-03
323,7.6847590416e-02,5.0657656789e-01,4.3580630422e-01,3.3723905217e-03,3.7046356592e-03
324,7.6798519397e-02,5.0625309348e-01,4.3556541204e-01,3.3687434625e-03,3.7000246812e-03
325,7.6749548969e-02,5.0593028218e-01,4.3532487750e-01,3.3651061822e-03,3.6954341922e-03
326,7.6700721519e-02,5.0560841337e-01,4.3508487940e-01,3.3614828717e-03,3.6908704787e-03
327,7.6652003703e-02,5.0528726727e-01,4.3484526873e-01,3.3578693401e-03,3.6863302812e-03
328,7.6603407954e-02,5.0496692583e-01,4.3460613489e-01,3.3542597666e-03,3.6818194203e-03
329,7.6554938228e-02,5.0464741513e-01,4.3436747789e-01,3.3506632317e-03,3.6773304455e-03
330,7.6506586614e-02,5.0432868302e-01,4.3412923813e-01,3.3470918424e-03,3.6728528794e-03
331,7.6458355372e-02,5.0401074439e-01,4.3389147520e-01,3.3435202204e-03,3.6684067454e-03
332,7.6410228112e-02,5.0369349122e-01,4.3365406990e-01,3.3399492968e-03,3.6639929749e-03
333,7.6362224050e-02,5.0337705016e-01,4.3341708183e-01,3.3363935072e-03,3.6596034188e-03
334,7.6314340360e-02,5.0306140259e-01,4.3318060040e-01,3.3328512218e-03,3.6552292295e-03
335,7.6266564044e-02,5.0274646282e-01,4.3294444680e-01,3.3293205779e-03,3.6508808844e-03
336,7.6218910926e-02,5.0243233517e-01,4.3270879984e-01,3.3258064650e-03,3.6465469748e-03
337,7.6171374223e-02,5.0211897492e-01,4.3247357011e-01,3.3223018982e-03,3.6422386765e-03
338,7.6123946025e-02,5.0180632994e-01,4.3223872781e-01,3.3188024536e-03,3.6379580852e-03
339,7.6076633677e-02,5.0149444863e-01,4.3200427294e-01,3.3153090626e-03,3.6337086931e-03
340,7.6029428703e-02,5.0118327513e-01,4.3177026510e-01,3.3118198626e-03,3.6294809543e-03
341,7.5982330538e-02,5.0087280571e-01,4.3153664470e-01,3.3083525486e-03,3.6252636928e-03
342,7.5935356136e-02,5.0056315213e-01,4.3130350113e-01,3.3049057238e-03,3.6210592370e-03
343,7.5888476675e-02,5.0025412440e-01,4.3107071519e-01,3.3014588989e-03,3.6168822553e-03
344,7.5841713630e-02,4.9994586408e-01,4.3083831668e-01,3.2980206888e-03,3.6127339117e-03
345,7.5795064175e-02,4.9963835254e-01,4.3060636520e-01,3.2945855055e-03,3.6086130422e-03
346,7.5748511356e-02,4.9933147803e-01,4.3037474155e-01,3.2911601011e-03,3.6045133602e-03
347,7.5702077780e-02,4.9902538955e-01,4.3014356494e-01,3.2877577469e-03,3.6004243884e-03
348,7.5655741405e-02,4.9871994182e-01,4.2991280556e-01,3.2843612134e-03,3.5963524133e-03
349,7.5609514664e-02,4.9841521680e-01,4.2968243361e-01,3.2809784170e-03,3.5922999959e-03
350,7.5563390776e-02,4.9811116979e-01,4.2945244908e-01,3.2775988802e-03,3.5882729571e-03
351,7.5517375393e-02,4.9780783802e-01,4.2922288179e-01,3.2742214389e-03,3.5842743237e-03
352,7.5471461732e-02,4.9750517681e-01,4.2899361253e-01,3.2708626240e-03,3.5802936181e-03
353,7.5425649229e-02,4.9720318243e-01,4.2876482010e-01,3.2675091643e-03,3.5763271153e-03
354,7.5379947490e-02,4.9690191820e-01,4.2853641510e-01,3.2641740981e-03,3.5723759793e-03
355,7.5334338432e-02,4.9660126492e-01,4.2830833793e-01,3.2608474139e-03,3.5684450995e-03
356,7.5288829402e-02,4.9630127102e-01,4.2808067799e-01,3.2575260848e-03,3.5645333119e-03
357,7.5243428875e-02,4.9600199237e-01,4.2785343528e-01,3.2542150002e-03,3.5606408492e-03
358,7.5198131767e-02,4.9570339546e-01,4.2762658000e-01,3.2509125303e-03,3.5567688756e-03
359,7.5152921123e-02,4.9540536851e-01,4.2740005255e-01,3.2476074994e-03,3.5529241432e-03
360,7.5107812766e-02,4.9510801584e-01,4.2717388272e-01,3.2443224918e-03,3.5490905866e-03
361,7.5062817435e-02,4.9481140822e-01,4.2694818974e-01,3.2410521526e-03,3.5452696029e-03
362,7.5017897831e-02,4.9451529980e-01,4.2672273517e-01,3.2377922907e-03,3.5414642189e-03
363,7.4973087861e-02,4.9421991408e-01,4.2649775743e-01,3.2345361542e-03,3.5376793239e-03
364,7.4928373963e-02,4.9392516166e-01,4.2627316713e-01,3.2312863041e-03,3.5339132883e-03
365,7.4883757831e-02,4.9363105372e-01,4.2604896426e-01,3.2280413434e-03,3.5301675089e-03
366,7.4839225903e-02,4.9333750084e-01,4.2582502961e-01,3.2248119824e-03,3.5264352337e-03
367,7.4794794003e-02,4.9304460734e-01,4.2560157180e-01,3.2215847168e-03,3.5227187909e-03
368,7.4750459869e-02,4.9275235832e-01,4.2537841201e-01,3.2183788717e-03,3.5190158524e-03
369,7.4706216721e-02,4.9246070907e-01,4.2515563965e-01,3.2151746564e-03,3.5153320059e-03
370,7.4662079251e-02,4.9216975644e-01,4.2493334413e-01,3.2119762618e-03,3.5116649233e-03
371,7.4618009596e-02,4.9187925085e-01,4.2471119761e-01,3.2087862492e-03,3.5080190282e-03
372,7.4574050141e-02,4.9158947170e-01,4.2448955774e-01,3.2056097407e-03,3.5043817479e-03
373,7.4530176020e-02,4.9130025506e-01,4.2426824570e-01,3.2024437096e-03,3.5007572733e-03
374,7.4486395145e-02,4.9101165310e-01,4.2404729128e-01,3.1992804725e-03,3.4971556161e-03
375,7.4442703559e-02,4.9072363973e-01,4.2382672429e-01,3.1961235218e-03,3.4935679287e-03
376,7.4399101829e-02,4.9043621868e-01,4.2360648513e-01,3.1929786783e-03,3.4899946768e-03
377,7.4355585997e-02,4.9014936388e-01,4.2338660359e-01,3.1898431480e-03,3.4864328336e-03
378,7.4312155500e-02,4.8986307159e-01,4.2316704988e-01,3.1867162324e-03,3.4828861244e-03
379,7.4268819379e-02,4.8957740143e-01,4.2294788361e-01,3.1836007256e-03,3.4793510567e-03
380,7.4225578199e-02,4.8929235712e-01,4.2272910476e-01,3.1804849859e-03,3.4758402035e-03
381,7.4182404834e-02,4.8900775984e-01,4.2251056433e-01,3.1773771625e-03,3.4723423887e-03
382,7.4139328106e-02,4.8872379959e-01,4.2229244113e-01,3.1742812134e-03,3.4688548185e-03
383,7.4096345188e-02,4.8844045773e-01,4.2207470536e-01,3.1711999327e-03,3.4653753974e-03
384,7.4053428956e-02,4.8815755546e-01,4.2185720801e-01,3.1681221444e-03,3.4619127400e-03
385,7.4010605404e-02,4.8787526414e-01,4.2164012790e-01,3.1650457531e-03,3.4584677778e-03
386,7.3967868881e-02,4.8759354651e-01,4.2142337561e-01,3.1619821675e-03,3.4550349228e-03
387,7.3925218823e-02,4.8731239885e-01,4.2120695114e-01,3.1589262653e-03,3.4516185988e-03
388,7.3882662576e-02,4.8703186959e-01,4.2099091411e-01,3.1558861956e-03,3.4482090268e-03
389,7.3840166232e-02,4.8675173521e-01,4.2077514529e-01,3.1528449617e-03,3.4448138904e-03
390,7.3797769915e-02,4.8647226021e-01,4.2055973411e-01,3.1498197932e-03,3.4414327238e-03
391,7.3755438588e-02,4.8619321361e-01,4.2034462094e-01,3.1467964873e-03,3.4380627330e-03
392,7.3713199376e-02,4.8591477424e-01,4.2012989521e-01,3.1437771395e-03,3.4347109031e-03
393,7.3671052280e-02,4.8563694209e-01,4.1991552711e-01,3.1407722272e-03,3.4313695505e-03
394,7.3628970738e-02,4.8535954207e-01,4.1970142722e-01,3.1377680134e-03,3.4280435648e-03
395,7.3586969445e-02,4.8508267105e-01,4.1948765516e-01,3.1347793993e-03,3.4247224685e-03
396,7.3545052355e-02,4.8480635509e-01,4.1927427053e-01,3.1317989342e-03,3.4214095213e-03
397,7.3503201950e-02,4.8453047872e-01,4.1906109452e-01,3.1288238242e-03,3.4181147348e-03
398,7.3461454398e-02,4.8425528035e-01,4.1884833574e-01,3.1258575618e-03,3.4148369450e-03
399,7.3419765619e-02,4.8398046941e-01,4.1863584518e-01,3.1228908338e-03,3.4115714952e-03
400,7.3378163022e-02,4.8370622657e-01,4.1842371225e-01,3.1199401710e-03,3.4083114006e-03
401,7.3336638977e-02,4.8343250155e-01,4.1821190715e-01,3.1170020811e-03,3.4050573595e-03
402,7.3295179357e-02,4.8315920122e-01,4.1800037026e-01,3.1140635256e-03,3.4018196166e-03
403,7.3253810156e-02,4.8288649693e-01,4.1778919101e-01,3.1111319549e-03,3.3985986374e-03
404,7.3212505663e-02,4.8261421919e-01,4.1757825017e-01,3.1082101632e-03,3.3953869715e-03
405,7.3171281418e-02,4.8234247044e-01,4.1736772656e-01,3.1052951235e-03,3.3921794966e-03
406,7.3130138268e-02,4.8207125627e-01,4.1715753078e-01,3.1023910269e-03,3.3889815677e-03
407,7.3089068019e-02,4.8180052266e-01,4.1694760323e-01,3.0994913541e-03,3.3858004026e-03
408,7.3048061913e-02,4.8153021187e-01,4.1673797369e-01,3.0965977348e-03,3.3826259896e-03
409,7.3007143683e-02,4.8126048036e-01,4.1652876139e-01,3.0937048141e-03,3.3794669434e-03
410,7.2966283379e-02,4.8099113069e-01,4.1631975770e-01,3.0908214394e-03,3.3763160463e-03
411,7.2925501627e-02,4.8072229885e-01,4.1611108184e-01,3.0879555270e-03,3.3731660806e-03
412,7.2884802384e-02,4.8045401089e-01,4.1590276361e-01,3.0850914773e-03,3.3700331114e-03
413,7.2844160218e-02,4.8018609919e-01,4.1569471359e-01,3.0822309200e-03,3.3669075929e-03
414,7.2803595757e-02,4.7991869971e-01,4.1548693180e-01,3.0793757178e-03,3.3638011664e-03
415,7.2763109849e-02,4.7965181805e-01,4.1527950764e-01,3.0765337870e-03,3.3606973011e-03
416,7.2722684974e-02,4.7938533872e-01,4.1507232189e-01,3.0736967456e-03,3.3576050773e-03
417,7.2682339500e-02,4.7911938280e-01,4.1486555338e-01,3.0708741397e-03,3.3545088954e-03
418,7.2642052516e-02,4.7885381244e-01,4.1465899348e-01,3.0680457130e-03,3.3514362294e-03
419,7.2601844367e-02,4.7858876176e-01,4.1445279121e-01,3.0652219430e-03,3.3483749721e-03
420,7.2561694709e-02,4.7832409665e-01,4.1424682736e-01,3.0624116771e-03,3.3453151118e-03
421,7.2521623038e-02,4.7805994563e-01,4.1404119134e-01,3.0596142169e-03,3.3422613051e-03
422,7.2481622007e-02,4.7779626027e-01,4.1383588314e-01,3.0568197835e-03,3.3392179757e-03
423,7.2441682576e-02,4.7753298096e-01,4.1363084316e-01,3.0540267471e-03,3.3361869864e-03
424,7.2401808982e-02,4.7727013566e-01,4.1342604160e-01,3.0512434896e-03,3.3331657760e-03
425,7.2362014222e-02,4.7700781003e-01,4.1322162747e-01,3.0484660529e-03,3.3301522490e-03
426,7.2322262695e-02,4.7674576938e-01,4.1301733255e-01,3.0456923414e-03,3.3271515276e-03
427,7.2282598763e-02,4.7648430616e-01,4.1281348467e-01,3.0429339968e-03,3.3241480123e-03
428,7.2243000102e-02,4.7622327320e-01,4.1260990500e-01,3.0401817057e-03,3.3211549744e-03
429,7.2203448630e-02,4.7596255131e-01,4.1240653396e-01,3.0374275520e-03,3.3181742765e-03
430,7.2163985035e-02,4.7570240870e-01,4.1220355034e-01,3.0346852727e-03,3.3152007964e-03
431,7.2124565802e-02,4.7544255853e-01,4.1200074553e-01,3.0319453217e-03,3.3122359309e-03
432,7.2085223991e-02,4.7518321872e-01,4.1179829836e-01,3.0292153824e-03,3.3092766535e-03
433,7.2045940953e-02,4.7492426634e-01,4.1159611940e-01,3.0264884699e-03,3.3063262235e-03
434,7.2006731664e-02,4.7466580011e-01,4.1139426827e-01,3.0237713363e-03,3.3033816144e-03
435,7.1967563065e-02,4.7440760210e-01,4.1119259596e-01,3.0210539699e-03,3.3004467841e-03
436,7.1928468497e-02,4.7414989211e-01,4.1099122167e-01,3.0183503404e-03,3.2975168433e-03
437,7.1889441744e-02,4.7389262915e-01,4.1079017520e-01,3.0156555586e-03,3.2945896965e-03
438,7.1850474612e-02,4.7363575920e-01,4.1058939695e-01,3.0129593797e-03,3.2916769851e-03
439,7.1811554950e-02,4.7337920219e-01,4.1038882732e-01,3.0102685560e-03,3.2887691632e-03
440,7.1772702256e-02,4.7312308662e-01,4.1018855572e-01,3.0075779650e-03,3.2858750783e-03
441,7.1733921898e-02,4.7286744788e-01,4.0998858213e-01,3.0049034394e-03,3.2829833217e-03
442,7.1695192118e-02,4.7261214256e-01,4.0978887677e-01,3.0022379942e-03,3.2800885383e-03
443,7.1656520830e-02,4.7235722281e-01,4.0958943963e-01,2.9995741788e-03,3.2772042323e-03
444,7.1617917074e-02,4.7210274823e-01,4.0939030051e-01,2.9969143216e-03,3.2743304037e-03
445,7.1579361353e-02,4.7184859030e-01,4.0919137001e-01,2.9942614492e-03,3.2714605331e-03
446,7.1540865818e-02,4.7159482911e-01,4.0899273753e-01,2.9916088097e-03,3.2686002087e-03
447,7.1502425949e-02,4.7134143487e-01,4.0879437327e-01,2.9889573343e-03,3.2657489646e-03
448,7.1464048808e-02,4.7108845413e-01,4.0859627724e-01,2.9863212258e-03,3.2628965564e-03
449,7.1425739765e-02,4.7083592229e-01,4.0839850903e-01,2.9836965259e-03,3.2600446139e-03
450,7.1387462369e-02,4.7058359906e-01,4.0820086002e-01,2.9810699634e-03,3.2572038472e-03
451,7.1349258157e-02,4.7033175826e-01,4.0800356865e-01,2.9784459621e-03,3.2543728594e-03
452,7.1311103676e-02,4.7008024529e-01,4.0780645609e-01,2.9758277815e-03,3.2515511848e-03
453,7.1273000904e-02,4.6982907318e-01,4.0760961175e-01,2.9732102994e-03,3.2487357967e-03
454,7.1234955210e-02,4.6957827732e-01,4.0741306543e-01,2.9706098139e-03,3.2459113281e-03
455,7.1196959247e-02,4.6932780929e-01,4.0721672773e-01,2.9680130538e-03,3.2430950087e-03
456,7.1159027143e-02,4.6907776222e-01,4.0702065825e-01,2.9654223472e-03,3.2402880024e-03
457,7.1121142792e-02,4.6882802993e-01,4.0682479739e-01,2.9628300108e-03,3.2374933362e-03
458,7.1083311280e-02,4.6857864596e-01,4.0662920475e-01,2.9602395371e-03,3.2347044908e-03
459,7.1045535716e-02,4.6832963079e-01,4.0643385053e-01,2.9576611705e-03,3.2319168095e-03
460,7.1007801689e-02,4.6808088943e-01,4.0623870492e-01,2.9550858308e-03,3.2291326206e-03
461,7.0970125305e-02,4.6783252805e-01,4.0604388714e-01,2.9525167774e-03,3.2263472676e-03
462,7.0932500347e-02,4.6758450568e-01,4.0584924817e-01,2.9499591328e-03,3.2235665713e-03
463,7.0894917490e-02,4.6733676083e-01,4.0565481782e-01,2.9473991599e-03,3.2207949553e-03
464,7.0857395103e-02,4.6708941460e-01,4.0546062589e-01,2.9448408168e-03,3.2180380076e-03
465,7.0819918208e-02,4.6684236825e-01,4.0526667237e-01,2.9422834050e-03,3.2152859494e-03
466,7.0782485393e-02,4.6659561247e-01,4.0507295728e-01,2.9397394974e-03,3.2125259750e-03
467,7.0745105699e-02,4.6634920686e-01,4.0487948060e-01,2.9372046702e-03,3.2097678632e-03
468,7.0707770086e-02,4.6610309184e-01,4.0468624234e-01,2.9346726369e-03,3.2070123125e-03
469,7.0670480248e-02,4.6585727856e-01,4.0449321270e-01,2.9321424663e-03,3.2042639796e-03
470,7.0633244379e-02,4.6561182104e-01,4.0430042148e-01,2.9296071734e-03,3.2015328761e-03
471,7.0596042983e-02,4.6536659077e-01,4.0410774946e-01,2.9270756058e-03,3.1988082919e-03
472,7.0558887927e-02,4.6512166597e-01,4.0391534567e-01,2.9245549813e-03,3.1960769556e-03
473,7.0521791645e-02,4.6487712860e-01,4.0372326970e-01,2.9220483266e-03,3.1933374703e-03
474,7.0484732095e-02,4.6463283338e-01,4.0353131294e-01,2.9195488896e-03,3.1906031072e-03
475,7.0447710974e-02,4.6438879147e-01,4.0333956480e-01,2.9170413036e-03,3.1878815498e-03
476,7.0410731390e-02,4.6414502338e-01,4.0314796567e-01,2.9145299923e-03,3.1851758249e-03
477,7.0373797581e-02,4.6390155703e-01,4.0295663476e-01,2.9120284598e-03,3.1824635807e-03
478,7.0336914916e-02,4.6365842782e-01,4.0276557207e-01,2.9095327482e-03,3.1797527336e-03
479,7.0300067007e-02,4.6341552772e-01,4.0257462859e-01,2.9070510063e-03,3.1770388596e-03
480,7.0263253287e-02,4.6317285299e-01,4.0238392353e-01,2.9045683332e-03,3.1743247528e-03
481,7.0226485060e-02,4.6293047816e-01,4.0219336748e-01,2.9020837974e-03,3.1716271769e-03
482,7.0189753566e-02,4.6268834546e-01,4.0200299025e-01,2.8996008914e-03,3.1689347234e-03
483,7.0153050894e-02,4.6244640276e-01,4.0181279182e-01,2.8971217107e-03,3.1662392430e-03
484,7.0116404451e-02,4.6220483072e-01,4.0162286162e-01,2.8946539387e-03,3.1635430641e-03
485,7.0079788243e-02,4.6196345799e-01,4.0143311024e-01,2.8921889607e-03,3.1608457211e-03
486,7.0043206508e-02,4.6172231250e-01,4.0124353766e-01,2.8897246812e-03,3.1581528019e-03
487,7.0006662919e-02,4.6148141846e-01,4.0105408430e-01,2.8872671537e-03,3.1554661691e-03
488,6.9970156627e-02,4.6124077030e-01,4.0086486936e-01,2.8847993817e-03,3.1527907122e-03
489,6.9933676897e-02,4.6100029722e-01,4.0067574382e-01,2.8823409230e-03,3.1501145568e-03
490,6.9897235596e-02,4.6076007746e-01,4.0048685670e-01,2.8798968997e-03,3.1474251300e-03
491,6.9860824246e-02,4.6052005515e-01,4.0029814839e-01,2.8774528764e-03,3.1447375659e-03
492,6.9824448216e-02,4.6028026566e-01,4.0010955930e-01,2.8750100173e-03,3.1420607120e-03
493,6.9788110333e-02,4.6004072763e-01,3.9992114902e-01,2.8725629672e-03,3.1393948011e-03
494,6.9751788838e-02,4.5980129763e-01,3.9973282814e-01,2.8701156843e-03,3.1367312185e-03
495,6.9715508880e-02,4.5956214145e-01,3.9954471588e-01,2.8676874936e-03,3.1340550631e-03
496,6.9679245310e-02,4.5932309330e-01,3.9935675263e-01,2.8652579058e-03,3.1313763466e-03
497,6.9643020452e-02,4.5908430032e-01,3.9916893840e-01,2.8628332075e-03,3.1287029851e-03
498,6.9606830914e-02,4.5884574018e-01,3.9898127317e-01,2.8604061808e-03,3.1260405667e-03
499,6.9570649005e-02,4.5860723034e-01,3.9879363775e-01,2.8579749633e-03,3.1233844347e-03
500,6.9534504112e-02,4.5836896449e-01,3.9860624075e-01,2.8555493336e-03,3.1207229476e-03
501,6.9498383237e-02,4.5813085698e-01,3.9841899276e-01,2.8531411663e-03,3.1180451624e-03
502,6.9462279033e-02,4.5789285935e-01,3.9823183417e-01,2.8507232200e-03,3.1153792515e-03
503,6.9426206759e-02,4.5765507221e-01,3.9804476500e-01,2.8483059723e-03,3.1127247494e-03
504,6.9390155111e-02,4.5741742104e-01,3.9785784483e-01,2.8458908200e-03,3.1100667547e-03
505,6.9354113636e-02,4.5717983693e-01,3.9767104387e-01,2.8434791602e-03,3.1074001454e-03
506,6.9318107199e-02,4.5694248378e-01,3.9748442173e-01,2.8410744853e-03,3.1047319062e-03
507,6.9282119129e-02,4.5670525171e-01,3.9729785919e-01,2.8386742342e-03,3.1020650640e-03
508,6.9246145751e-02,4.5646811649e-01,3.9711138606e-01,2.8362609446e-03,3.0994121917e-03
509,6.9210187633e-02,4.5623108186e-01,3.9692500234e-01,2.8338509146e-03,3.0967569910e-03
510,6.9174249011e-02,4.5599417575e-01,3.9673873782e-01,2.8314481024e-03,3.0940957367e-03
511,6.9138325364e-02,4.5575736836e-01,3.9655262232e-01,2.8290557675e-03,3.0914186500e-03
512,6.9102413021e-02,4.5552063547e-01,3.9636653662e-01,2.8266629670e-03,3.0887469184e-03
513,6.9066515088e-02,4.5528399758e-01,3.9618054032e-01,2.8242585249e-03,3.0860872939e-03
514,6.9030633543e-02,4.5504746772e-01,3.9599463344e-01,2.8218550142e-03,3.0834283680e-03
515,6.8994767540e-02,4.5481104031e-01,3.9580881596e-01,2.8194573242e-03,3.0807652511e-03
516,6.8958903232e-02,4.5457462408e-01,3.9562308788e-01,2.8170633595e-03,3.0780902598e-03
517,6.8923050509e-02,4.5433828421e-01,3.9543738961e-01,2.8146726545e-03,3.0754166655e-03
518,6.8887195526e-02,4.5410192944e-01,3.9525178075e-01,2.8122740332e-03,3.0727409758e-03
519,6.8851366821e-02,4.5386574790e-01,3.9506623149e-01,2.8098816983e-03,3.0700699426e-03
520,6.8815528791e-02,4.5362950489e-01,3.9488068223e-01,2.8074772563e-03,3.0674049631e-03
521,6.8779693870e-02,4.5339328237e-01,3.9469519258e-01,2.8050874826e-03,3.0647213571e-03
522,6.8743869403e-02,4.5315712877e-01,3.9450979233e-01,2.8027023654e-03,3.0620312318e-03
523,6.8708048893e-02,4.5292100124e-01,3.9432445168e-01,2.8003084008e-03,3.0593466945e-03
524,6.8672222731e-02,4.5268483646e-01,3.9413905144e-01,2.7979069855e-03,3.0566714704e-03
525,6.8636396003e-02,4.5244866796e-01,3.9395371079e-01,2.7955041733e-03,3.0539915897e-03
526,6.8600570972e-02,4.5221251063e-01,3.9376839995e-01,2.7931162622e-03,3.0512947123e-03
527,6.8564731247e-02,4.5197625645e-01,3.9358311892e-01,2.7907243930e-03,3.0485892203e-03
528,6.8528898021e-02,4.5174004510e-01,3.9339786768e-01,2.7883292641e-03,3.0458883848e-03
529,6.8493058578e-02,4.5150379278e-01,3.9321261644e-01,2.7859276161e-03,3.0431901105e-03
530,6.8457205855e-02,4.5126745291e-01,3.9302727580e-01,2.7835161891e-03,3.0405013822e-03
531,6.8421345221e-02,4.5103106089e-01,3.9284202456e-01,2.7811103500e-03,3.0377933290e-03
532,6.8385463394e-02,4.5079452917e-01,3.9265674353e-01,2.7787156869e-03,3.0350629240e-03
533,6.8349593717e-02,4.5055807754e-01,3.9247158170e-01,2.7763196267e-03,3.0323299579e-03
534,6.8313687025e-02,4.5032138191e-01,3.9228621125e-01,2.7739012148e-03,3.0296158511e-03
