iteration,Objective function,residual,left_bc,right_bc
30,2.547004073858261,0.12799382209777832,0.11217586696147919,0.1297251582145691
31,2.479550316929817,0.13080567121505737,0.10999662429094315,0.12487784028053284
32,2.419403627514839,0.13341470062732697,0.10804159194231033,0.12055730074644089
33,2.3661078959703445,0.13581041991710663,0.1063024252653122,0.1167273223400116
34,2.319192335009575,0.1379833072423935,0.10476971417665482,0.11335118860006332
35,2.2781750559806824,0.1399248093366623,0.10343313962221146,0.11039188504219055
36,2.242567405104637,0.14162765443325043,0.10228150337934494,0.10781247168779373
37,2.211878940463066,0.14308613538742065,0.10130287706851959,0.10557640343904495
38,2.1856210082769394,0.14429603517055511,0.1004847064614296,0.10364779084920883
39,2.163313239812851,0.1452549397945404,0.09981399774551392,0.10199183225631714
40,2.144488111138344,0.1459624022245407,0.09927740693092346,0.10057516396045685
41,2.128695771098137,0.1464199274778366,0.09886148571968079,0.09936609864234924
42,2.1155087500810623,0.14663106203079224,0.09855272620916367,0.09833504259586334
43,2.1045262813568115,0.14660146832466125,0.0983377993106842,0.09745468199253082
44,2.0953779220581055,0.1463388204574585,0.09820370376110077,0.09670020639896393
45,2.087727263569832,0.1458527147769928,0.09813793748617172,0.09604951739311218
46,2.081272214651108,0.14515450596809387,0.09812852740287781,0.09548324346542358
47,2.0757481902837753,0.14425714313983917,0.09816431254148483,0.09498479217290878
48,2.070926532149315,0.1431749314069748,0.0982348769903183,0.09454028308391571
49,2.0666152983903885,0.14192335307598114,0.09833074361085892,0.09413845092058182
50,2.0626566261053085,0.14051873981952667,0.09844338148832321,0.09377040714025497
51,2.058925986289978,0.13897812366485596,0.0985652357339859,0.0934295505285263
52,2.05532768368721,0.1373189091682434,0.0986897423863411,0.09311113506555557
53,2.05179363489151,0.1355588436126709,0.0988113135099411,0.09281216561794281
54,2.0482792407274246,0.13371554017066956,0.09892531484365463,0.09253105521202087
55,2.0447584986686707,0.13180650770664215,0.09902797639369965,0.0922672227025032
56,2.0412229895591736,0.1298488825559616,0.09911641478538513,0.09202099591493607
57,2.0376761853694916,0.12785924971103668,0.09918848425149918,0.09179320931434631
58,2.034131422638893,0.12585362792015076,0.09924273192882538,0.09158504754304886
59,2.0306075140833855,0.12384725362062454,0.0992782711982727,0.09139775484800339
60,2.0271280333399773,0.12185446172952652,0.09929483383893967,0.09123252332210541
61,2.023716852068901,0.11988876760005951,0.09929251670837402,0.09109029173851013
62,2.0203976407647133,0.11796259135007858,0.09927181154489517,0.0909716933965683
63,2.0171917900443077,0.1160874143242836,0.09923356026411057,0.09087687730789185
64,2.014116942882538,0.11427357792854309,0.0991787314414978,0.09080560505390167
65,2.0111869499087334,0.11253038793802261,0.09910856187343597,0.0907570943236351
66,2.0084109976887703,0.11086606234312057,0.09902435541152954,0.09073013812303543
67,2.005793310701847,0.10928773134946823,0.09892749041318893,0.09072306752204895
68,2.003333792090416,0.10780148208141327,0.09881939738988876,0.0907338336110115
69,2.001027747988701,0.10641230642795563,0.09870147705078125,0.09076006710529327
70,1.9988677948713303,0.10512429475784302,0.09857513755559921,0.09079921245574951
71,1.9968419075012207,0.10394047200679779,0.09844166785478592,0.09084847569465637
72,1.9949372038245201,0.10286300629377365,0.09830237925052643,0.09090504050254822
73,1.9931378811597824,0.10189315676689148,0.09815838932991028,0.09096608310937881
74,1.9914280995726585,0.10103140026330948,0.09801081568002701,0.0910288542509079
75,1.9897916093468666,0.1002773568034172,0.0978606566786766,0.09109076857566833
76,1.988212265074253,0.09963000565767288,0.09770878404378891,0.09114944189786911
77,1.9866749420762062,0.09908763319253922,0.0975559875369072,0.0912027433514595
78,1.9851657003164291,0.09864792227745056,0.09740295261144638,0.09124882519245148
79,1.9836720451712608,0.09830798953771591,0.09725026786327362,0.09128613770008087
80,1.9821839407086372,0.09806443005800247,0.0970984473824501,0.09131350368261337
81,1.9806927740573883,0.09791339933872223,0.09694790840148926,0.09133002907037735
82,1.9791917204856873,0.09785068035125732,0.09679894894361496,0.09133515506982803
83,1.9776764065027237,0.09787167608737946,0.09665186703205109,0.09132860600948334
84,1.976143792271614,0.09797148406505585,0.09650682657957077,0.09131040424108505
85,1.9745927974581718,0.09814492613077164,0.09636397659778595,0.09128081053495407
86,1.9730234444141388,0.09838666021823883,0.0962233766913414,0.0912403017282486
87,1.9714375734329224,0.09869115054607391,0.0960850790143013,0.09118956327438354
88,1.9698367193341255,0.0990527793765068,0.09594904631376266,0.0911293476819992
89,1.9682243466377258,0.09946577250957489,0.09581523388624191,0.09106062352657318
90,1.966603808104992,0.09992439299821854,0.09568358212709427,0.09098435938358307
91,1.9649786055088043,0.10042290389537811,0.09555400162935257,0.09090156853199005
92,1.9633525013923645,0.10095560550689697,0.09542634338140488,0.09081334620714188
93,1.9617289528250694,0.10151693969964981,0.09530049562454224,0.09072070568799973
94,1.9601111710071564,0.1021014004945755,0.0951763316988945,0.09062464535236359
95,1.9585023000836372,0.10270371288061142,0.09505370259284973,0.09052615612745285
96,1.956904761493206,0.10331877321004868,0.09493248909711838,0.09042610973119736
97,1.9553201645612717,0.10394170880317688,0.09481250494718552,0.09032534062862396
98,1.9537507146596909,0.10456794500350952,0.09469369798898697,0.09022457897663116
99,1.95219686627388,0.10519316792488098,0.09457588195800781,0.09012448787689209
100,1.9506592527031898,0.1058133915066719,0.09445895254611969,0.0900256335735321
101,1.9491384997963905,0.10642499476671219,0.09434285014867783,0.08992850035429001
102,1.9476339742541313,0.1070246621966362,0.09422744065523148,0.08983349055051804
103,1.9461454078555107,0.10760944336652756,0.09411267936229706,0.08974091708660126
104,1.9446721896529198,0.10817679017782211,0.09399847686290741,0.08965106308460236
105,1.943213328719139,0.10872451961040497,0.09388481080532074,0.08956407010555267
106,1.941768355667591,0.10925082117319107,0.09377164393663406,0.08948010951280594
107,1.9403361901640892,0.10975424200296402,0.09365895390510559,0.08939924091100693
108,1.9389156624674797,0.11023368686437607,0.09354674071073532,0.08932145684957504
109,1.9375060573220253,0.11068844050168991,0.09343498945236206,0.08924677222967148
110,1.9361067861318588,0.11111806333065033,0.0933237299323082,0.08917514234781265
111,1.93471709638834,0.11152247339487076,0.09321299195289612,0.0891064703464508
112,1.9333361759781837,0.11190182715654373,0.09310278296470642,0.08904065191745758
113,1.9319641962647438,0.11225659400224686,0.09299317747354507,0.08897758275270462
114,1.9306002855300903,0.11258746683597565,0.09288419783115387,0.0889170840382576
115,1.929244801402092,0.11289532482624054,0.09277590364217758,0.08885904401540756
116,1.9278971254825592,0.11318126320838928,0.0926683321595192,0.0888032540678978
117,1.9265576750040054,0.11344651877880096,0.09256157279014587,0.08874954283237457
118,1.925226554274559,0.11369246244430542,0.09245565533638,0.08869775384664536
119,1.9239038452506065,0.11392051726579666,0.09235063940286636,0.08864769339561462
120,1.9225895777344704,0.11413227766752243,0.09224657714366913,0.08859915286302567
121,1.9212838932871819,0.11432930082082748,0.09214351326227188,0.08855194598436356
122,1.9199877306818962,0.11451319605112076,0.09204152226448059,0.08850593119859695
123,1.9187003895640373,0.11468557268381119,0.09194061160087585,0.08846087008714676
124,1.917422465980053,0.11484799534082413,0.09184082597494125,0.08841662108898163
125,1.9161543473601341,0.11500204354524612,0.09174223989248276,0.08837299048900604
126,1.9148960933089256,0.11514919251203537,0.09164483845233917,0.08832985162734985
127,1.9136474952101707,0.11529087275266647,0.09154864400625229,0.08828701823949814
128,1.9124090522527695,0.11542840301990509,0.0914536863565445,0.08824437856674194
129,1.911180555820465,0.11556306481361389,0.09135997295379639,0.08820177614688873
130,1.9099623560905457,0.11569595336914062,0.09126750379800797,0.08815913647413254
131,1.9087543338537216,0.11582814157009125,0.09117627888917923,0.08811634033918381
132,1.9075567945837975,0.11596053093671799,0.09108629822731018,0.08807332813739777
133,1.9063691049814224,0.11609397828578949,0.09099752455949783,0.08802998811006546
134,1.9051919057965279,0.11622912436723709,0.09090996533632278,0.08798631280660629
135,1.9040246978402138,0.11636658757925034,0.09082357585430145,0.08794223517179489
136,1.9028677642345428,0.11650687456130981,0.09073833376169205,0.08789775520563126
137,1.9017212092876434,0.11665031313896179,0.09065423160791397,0.0878528580069542
138,1.900585025548935,0.11679719388484955,0.09057120978832245,0.08780757337808609
139,1.8994589373469353,0.11694768816232681,0.09048924595117569,0.08776187896728516
140,1.8983431085944176,0.11710188537836075,0.09040829539299011,0.08771582692861557
141,1.8972374573349953,0.11725977808237076,0.09032831341028214,0.08766945451498032
142,1.8961423262953758,0.11742133647203445,0.09024927765130997,0.08762282133102417
143,1.8950574845075607,0.1175864040851593,0.09017113596200943,0.08757597208023071
144,1.893982820212841,0.11775479465723038,0.09009382873773575,0.08752897381782532
145,1.8929186761379242,0.11792632937431335,0.09001735597848892,0.08748187869787216
146,1.8918650522828102,0.11810063570737839,0.08994165062904358,0.0874347910284996
147,1.8908217549324036,0.11827751994132996,0.08986667543649673,0.08738774806261063
148,1.889788880944252,0.11845655739307404,0.0897923931479454,0.0873408392071724
149,1.8887668028473854,0.11863745003938675,0.08971881121397018,0.08729412406682968
150,1.8877551406621933,0.11881989240646362,0.08964584767818451,0.08724767714738846
151,1.886754110455513,0.11900350451469421,0.08957350254058838,0.0872015580534935
152,1.8857635781168938,0.11918792873620987,0.08950172364711761,0.08715584129095078
153,1.8847838044166565,0.11937282979488373,0.08943053334951401,0.08711056411266327
154,1.88381427526474,0.11955791711807251,0.08935985714197159,0.08706577867269516
155,1.8828556537628174,0.11974288523197174,0.08928971737623215,0.08702155947685242
156,1.8819075003266335,0.11992744356393814,0.0892200917005539,0.08697791397571564
157,1.8809700831770897,0.12011133879423141,0.08915097266435623,0.0869349017739296
158,1.880043052136898,0.12029436975717545,0.08908233791589737,0.08689253032207489
159,1.8791265487670898,0.12047630548477173,0.0890142023563385,0.08685082197189331
160,1.8782208636403084,0.12065698951482773,0.08894656598567963,0.08680982142686844
161,1.8773254081606865,0.1208362802863121,0.08887939155101776,0.08676952123641968
162,1.8764406144618988,0.12101408839225769,0.08881273865699768,0.08672991394996643
163,1.8755662888288498,0.12119029462337494,0.0887465700507164,0.08669102936983109
164,1.87470243871212,0.12136483192443848,0.08868090063333511,0.08665286004543304
165,1.8738488107919693,0.12153767049312592,0.08861574530601501,0.08661536872386932
166,1.8730057552456856,0.12170886248350143,0.0885511189699173,0.08657857030630112
167,1.8721730783581734,0.12187836319208145,0.08848702162504196,0.08654244989156723
168,1.8713507503271103,0.12204621732234955,0.0884234756231308,0.08650697767734528
169,1.8705385848879814,0.12221246212720871,0.08836047351360321,0.08647213876247406
170,1.8697367906570435,0.12237715721130371,0.08829804509878159,0.08643791824579239
171,1.8689451068639755,0.12254033982753754,0.08823619782924652,0.08640427887439728
172,1.8681636303663254,0.12270210683345795,0.08817493915557861,0.08637121319770813
173,1.8673924282193184,0.12286252528429031,0.08811429142951965,0.08633869886398315
174,1.8666312396526337,0.12302170693874359,0.08805426210165024,0.08630669116973877
175,1.8658802956342697,0.12317965924739838,0.08799487352371216,0.08627519011497498
176,1.8651392757892609,0.12333650887012482,0.08793611079454422,0.08624416589736938
177,1.8644081726670265,0.12349232286214828,0.08787798881530762,0.0862135961651802
178,1.8636870458722115,0.12364716082811356,0.08782054483890533,0.08618344366550446
179,1.8629757389426231,0.123801089823246,0.08776376396417618,0.08615370094776154
180,1.862274058163166,0.12395413964986801,0.08770762383937836,0.08612436801195145
181,1.8615824580192566,0.12410639226436615,0.08765220642089844,0.0860954001545906
182,1.8609004095196724,0.12425784021615982,0.08759745210409164,0.08606680482625961
183,1.8602280169725418,0.12440858781337738,0.08754339069128036,0.08603855222463608
184,1.859565258026123,0.12455853819847107,0.0874900221824646,0.0860106498003006
185,1.8589118346571922,0.12470776587724686,0.08743733167648315,0.08598307520151138
186,1.8582681193947792,0.12485627084970474,0.08738534152507782,0.08595584332942963
187,1.8576336354017258,0.12500402331352234,0.087334044277668,0.08592891693115234
188,1.8570085316896439,0.12515102326869965,0.0872834324836731,0.08590231835842133
189,1.856392577290535,0.1252971887588501,0.08723350614309311,0.08587603271007538
190,1.8557857871055603,0.1254425346851349,0.08718425780534744,0.0858500674366951
191,1.8551882207393646,0.12558704614639282,0.08713570237159729,0.08582441508769989
192,1.8545996397733688,0.12573063373565674,0.08708782494068146,0.08579907566308975
193,1.8540199995040894,0.12587325274944305,0.08704061061143875,0.08577406406402588
194,1.8534493148326874,0.126014843583107,0.08699408173561096,0.08574936538934708
195,1.8528874218463898,0.12615539133548737,0.08694819360971451,0.08572500944137573
196,1.8523341864347458,0.1262948364019394,0.08690296858549118,0.08570096641778946
197,1.8517896234989166,0.1264331191778183,0.08685839176177979,0.08567725867033005
198,1.8512537330389023,0.12657016515731812,0.08681446313858032,0.0856538936495781
199,1.8507262617349625,0.12670594453811646,0.0867711752653122,0.0856308564543724
200,1.8502073734998703,0.12684039771556854,0.08672851324081421,0.08560818433761597
201,1.849696546792984,0.12697352468967438,0.08668646216392517,0.08558584004640579
202,1.8491942882537842,0.1271052360534668,0.08664504438638687,0.08556386083364487
203,1.8486999869346619,0.1272355169057846,0.08660423010587692,0.0855422168970108
204,1.8482137769460678,0.1273643523454666,0.08656401187181473,0.08552093058824539
205,1.8477355986833572,0.12749168276786804,0.08652440458536148,0.08549998700618744
206,1.8472652584314346,0.12761753797531128,0.0864853709936142,0.08547940105199814
207,1.8468029350042343,0.12774187326431274,0.08644693344831467,0.08545917272567749
208,1.846348226070404,0.12786465883255005,0.0864090695977211,0.0854392871260643
209,1.845901295542717,0.1279859095811844,0.08637178689241409,0.08541975170373917
210,1.8454618752002716,0.12810565531253815,0.08633506298065186,0.08540055900812149
211,1.8450299203395844,0.12822385132312775,0.08629889041185379,0.08538171648979187
212,1.8446052223443985,0.12834051251411438,0.0862632766366005,0.08536319434642792
213,1.8441879153251648,0.12845569849014282,0.08622820675373077,0.08534501492977142
214,1.8437780439853668,0.12856937944889069,0.08619369566440582,0.08532717078924179
215,1.8433751314878464,0.12868160009384155,0.08615970611572266,0.08530964702367783
216,1.842979297041893,0.12879233062267303,0.08612624555826187,0.08529245108366013
217,1.8425902724266052,0.12890160083770752,0.08609331399202347,0.0852755531668663
218,1.8422080725431442,0.1290094256401062,0.08606089651584625,0.08525896817445755
219,1.8418327569961548,0.12911586463451385,0.08602900803089142,0.08524268120527267
220,1.8414640873670578,0.1292209029197693,0.08599761873483658,0.08522669970989227
221,1.8411021083593369,0.12932458519935608,0.08596674352884293,0.08521100878715515
222,1.8407463133335114,0.12942692637443542,0.08593635261058807,0.08519558608531952
223,1.840397223830223,0.12952792644500732,0.08590646088123322,0.08518046885728836
224,1.840054377913475,0.12962764501571655,0.08587706834077835,0.0851656049489975
225,1.8397177755832672,0.12972600758075714,0.08584815263748169,0.08515102416276932
226,1.8393871635198593,0.12982313334941864,0.08581970632076263,0.08513669669628143
227,1.8390627354383469,0.12991899251937866,0.08579173684120178,0.08512263745069504
228,1.8387441486120224,0.1300136148929596,0.08576423674821854,0.08510881662368774
229,1.8384315371513367,0.13010698556900024,0.0857371985912323,0.08509525656700134
230,1.8381245136260986,0.13019908964633942,0.08571061491966248,0.08508192747831345
231,1.8378232568502426,0.1302899569272995,0.08568448573350906,0.08506884425878525
232,1.8375276327133179,0.1303796023130417,0.08565878868103027,0.08505601435899734
233,1.837237387895584,0.1304679960012436,0.0856335386633873,0.08504340052604675
234,1.8369528502225876,0.1305551677942276,0.08560872822999954,0.08503104001283646
235,1.8366732895374298,0.1306411325931549,0.08558433502912521,0.08501888066530228
236,1.836399182677269,0.13072584569454193,0.0855603739619255,0.0850069597363472
237,1.8361301124095917,0.13080933690071106,0.08553683012723923,0.08499524742364883
238,1.8358658701181412,0.13089154660701752,0.08551368117332458,0.08498375117778778
239,1.8356069028377533,0.13097254931926727,0.08549094945192337,0.08497248589992523
240,1.8353529423475266,0.13105230033397675,0.08546862751245499,0.0849614366889
241,1.8351034820079803,0.13113081455230713,0.08544669300317764,0.08495057374238968
242,1.834858849644661,0.13120804727077484,0.08542514592409134,0.08493993431329727
243,1.83461894094944,0.13128404319286346,0.08540399372577667,0.08492949604988098
244,1.83438341319561,0.13135875761508942,0.08538320660591125,0.08491925895214081
245,1.8341525197029114,0.13143222033977509,0.08536280691623688,0.08490922302007675
246,1.8339259177446365,0.13150446116924286,0.08534276485443115,0.08489938080310822
247,1.833703652024269,0.13157537579536438,0.08532308787107468,0.0848897397518158
248,1.8334855139255524,0.1316450536251068,0.08530377596616745,0.0848802700638771
249,1.8332716822624207,0.13171344995498657,0.08528481423854828,0.08487100899219513
250,1.8330619037151337,0.13178060948848724,0.08526620268821716,0.08486192673444748
251,1.8328561335802078,0.13184648752212524,0.08524792641401291,0.08485303819179535
252,1.8326540887355804,0.13191109895706177,0.08522999286651611,0.08484430611133575
253,1.832455962896347,0.1319744884967804,0.08521238714456558,0.08483576029539108
254,1.8322617709636688,0.13203659653663635,0.08519511669874191,0.08482740074396133
255,1.8320708721876144,0.13209745287895203,0.08517814427614212,0.08481919765472412
256,1.8318838775157928,0.1321570724248886,0.08516151458024979,0.08481116592884064
257,1.8317003399133682,0.1322154551744461,0.08514519035816193,0.08480329811573029
258,1.831520363688469,0.1322726309299469,0.08512917906045914,0.08479559421539307
259,1.8313436806201935,0.1323285549879074,0.08511346578598022,0.08478804677724838
260,1.8311702907085419,0.1323833018541336,0.08509805053472519,0.08478064835071564
261,1.8310002088546753,0.1324368119239807,0.08508293330669403,0.08477340638637543
262,1.8308330476284027,0.1324891448020935,0.08506808429956436,0.08476630598306656
263,1.8306691646575928,0.1325402855873108,0.08505354076623917,0.08475934714078903
264,1.8305084854364395,0.13259023427963257,0.08503927290439606,0.08475255221128464
265,1.8303505331277847,0.13263903558254242,0.08502527326345444,0.0847458764910698
266,1.8301957249641418,0.13268665969371796,0.0850115567445755,0.08473934978246689
267,1.8300437927246094,0.13273313641548157,0.08499810844659805,0.08473295718431473
268,1.8298944681882858,0.13277849555015564,0.0849849060177803,0.08472669124603271
269,1.8297479897737503,0.1328226774930954,0.08497197180986404,0.08472055941820145
270,1.8296040892601013,0.1328657865524292,0.08495929092168808,0.08471453934907913
271,1.829462692141533,0.13290774822235107,0.08494684845209122,0.08470864593982697
272,1.8293240666389465,0.1329486072063446,0.08493465930223465,0.08470288664102554
273,1.8291877210140228,0.13298839330673218,0.08492270112037659,0.08469723165035248
274,1.8290539532899857,0.1330271065235138,0.08491098880767822,0.08469169586896896
275,1.8289225101470947,0.13306471705436707,0.08489950001239777,0.084686279296875
276,1.8287931978702545,0.13310125470161438,0.08488823473453522,0.0846809595823288
277,1.8286664932966232,0.13313674926757812,0.08487720787525177,0.08467576652765274
278,1.8285418152809143,0.13317114114761353,0.08486639708280563,0.08467067033052444
279,1.8284190595149994,0.13320454955101013,0.08485578000545502,0.08466567099094391
280,1.828298643231392,0.1332368701696396,0.0848453938961029,0.08466078341007233
281,1.828180193901062,0.13326817750930786,0.08483520150184631,0.0846560001373291
282,1.8280637711286545,0.13329845666885376,0.08482522517442703,0.08465130627155304
283,1.827949345111847,0.13332775235176086,0.08481544256210327,0.08464671671390533
284,1.8278367519378662,0.13335604965686798,0.08480586856603622,0.0846422016620636
285,1.8277261406183243,0.1333833485841751,0.0847964733839035,0.08463780581951141
286,1.8276172131299973,0.13340964913368225,0.0847872719168663,0.0846334844827652
287,1.8275100886821747,0.13343499600887299,0.08477824181318283,0.08462926745414734
288,1.827404648065567,0.13345934450626373,0.08476942032575607,0.08462511003017426
289,1.827300876379013,0.13348275423049927,0.08476074784994125,0.08462106436491013
290,1.827198788523674,0.13350524008274078,0.08475227653980255,0.08461707830429077
291,1.8270981758832932,0.1335267424583435,0.08474394679069519,0.08461319655179977
292,1.8269993960857391,0.1335473209619522,0.08473581820726395,0.08460938930511475
293,1.8269017487764359,0.1335669457912445,0.08472783118486404,0.08460564911365509
294,1.8268058001995087,0.13358566164970398,0.08472001552581787,0.0846019983291626
295,1.8267112225294113,0.1336035132408142,0.08471234887838364,0.08459842205047607
296,1.8266178965568542,0.1336204558610916,0.08470483869314194,0.08459490537643433
297,1.8265260756015778,0.13363651931285858,0.08469747751951218,0.08459147810935974
298,1.8264355510473251,0.1336517184972763,0.08469028770923615,0.08458809554576874
299,1.8263463228940964,0.1336660534143448,0.08468322455883026,0.0845848023891449
300,1.8262583315372467,0.13367953896522522,0.08467631042003632,0.08458156883716583
301,1.8261715024709702,0.1336921751499176,0.08466953039169312,0.08457840234041214
302,1.8260859698057175,0.13370394706726074,0.08466289937496185,0.08457530289888382
303,1.8260015547275543,0.13371489942073822,0.08465640246868134,0.08457226306200027
304,1.8259181380271912,0.13372506201267242,0.08465002477169037,0.0845692828297615
305,1.8258359730243683,0.13373439013957977,0.08464379608631134,0.08456636220216751
306,1.8257547318935394,0.13374292850494385,0.08463767915964127,0.08456350117921829
307,1.8256746679544449,0.13375070691108704,0.08463169634342194,0.08456069976091385
308,1.825595274567604,0.13375766575336456,0.08462582528591156,0.08455793559551239
309,1.825517162680626,0.1337638944387436,0.08462008088827133,0.0845552459359169
310,1.8254399001598358,0.13376933336257935,0.08461445569992065,0.08455260097980499
311,1.8253635317087173,0.1337740272283554,0.08460894227027893,0.08455000817775726
312,1.8252882957458496,0.13377799093723297,0.08460354804992676,0.0845474824309349
313,1.8252136260271072,0.13378125429153442,0.08459825068712234,0.08454498648643494
314,1.8251399844884872,0.133783757686615,0.08459307253360748,0.08454255014657974
315,1.8250668197870255,0.13378554582595825,0.08458798378705978,0.08454014360904694
316,1.8249948620796204,0.13378667831420898,0.08458301424980164,0.0845378041267395
317,1.8249235898256302,0.13378708064556122,0.08457814902067184,0.08453550189733505
318,1.8248530626296997,0.13378681242465973,0.08457338064908981,0.08453324437141418
319,1.824783131480217,0.13378587365150452,0.08456869423389435,0.0845310315489769
320,1.824714034795761,0.13378427922725677,0.08456411957740784,0.0845288559794426
321,1.824645608663559,0.1337820142507553,0.08455964177846909,0.08452671766281128
322,1.824577808380127,0.1337791085243225,0.0845552310347557,0.08452463895082474
323,1.824510633945465,0.13377556204795837,0.08455093204975128,0.08452257513999939
324,1.82444429397583,0.1337713599205017,0.08454672247171402,0.08452057093381882
325,1.824378341436386,0.13376657664775848,0.08454257994890213,0.08451859652996063
326,1.8243129700422287,0.1337611824274063,0.084538534283638,0.08451664447784424
327,1.8242482542991638,0.1337551772594452,0.08453456312417984,0.08451474457979202
328,1.8241842836141586,0.13374857604503632,0.08453068882226944,0.08451288193464279
329,1.8241205513477325,0.13374139368534088,0.08452688157558441,0.08451103419065475
330,1.824057400226593,0.13373367488384247,0.08452313393354416,0.0845092386007309
331,1.8239948004484177,0.13372531533241272,0.08451947569847107,0.08450747281312943
332,1.823932871222496,0.1337164342403412,0.08451590687036514,0.08450573682785034
333,1.8238714188337326,0.1337069869041443,0.08451239764690399,0.08450404554605484
334,1.82381010055542,0.1336970031261444,0.08450895547866821,0.08450235426425934
335,1.823749616742134,0.13368651270866394,0.084505595266819,0.08450071513652802
336,1.823689416050911,0.1336754858493805,0.08450228720903397,0.08449910581111908
337,1.82362961769104,0.13366389274597168,0.0844990536570549,0.08449751883745193
338,1.8235704600811005,0.13365182280540466,0.0844958946108818,0.08449596911668777
339,1.8235113322734833,0.13363926112651825,0.08449278026819229,0.08449442684650421
340,1.8234529942274094,0.13362622261047363,0.08448974043130875,0.08449293673038483
341,1.8233947455883026,0.13361267745494843,0.08448675274848938,0.08449145406484604
342,1.8233370631933212,0.13359865546226501,0.08448383212089539,0.08449000865221024
343,1.8232796639204025,0.1335841715335846,0.08448096364736557,0.08448858559131622
344,1.8232225626707077,0.13356924057006836,0.08447815477848053,0.0844871774315834
345,1.8231659829616547,0.1335538625717163,0.08447541296482086,0.08448579907417297
346,1.8231094628572464,0.13353802263736725,0.08447270840406418,0.08448443561792374
347,1.8230536431074142,0.13352176547050476,0.08447007089853287,0.08448311686515808
348,1.8229978680610657,0.13350503146648407,0.08446747809648514,0.08448180556297302
349,1.8229425251483917,0.13348791003227234,0.08446493744850159,0.08448052406311035
350,1.822887435555458,0.13347037136554718,0.08446244895458221,0.08447925746440887
351,1.82283253967762,0.1334524303674698,0.08446000516414642,0.08447800576686859
352,1.82277812063694,0.13343407213687897,0.08445762097835541,0.0844767838716507
353,1.8227237313985825,0.13341529667377472,0.08445527404546738,0.0844755694270134
354,1.8226698189973831,0.133396178483963,0.08445296436548233,0.08447439968585968
355,1.8226161897182465,0.13337667286396027,0.08445071429014206,0.08447323739528656
356,1.822562649846077,0.13335680961608887,0.08444850146770477,0.08447208255529404
357,1.8225094079971313,0.13333657383918762,0.08444632589817047,0.0844709575176239
358,1.8224566280841827,0.13331598043441772,0.08444421738386154,0.08446984738111496
359,1.8224037885665894,0.13329502940177917,0.0844421237707138,0.08446875214576721
360,1.8223512172698975,0.13327375054359436,0.08444006741046906,0.08446767926216125
361,1.8222989737987518,0.1332521289587021,0.08443806320428848,0.08446662127971649
362,1.8222470879554749,0.13323019444942474,0.08443610370159149,0.08446558564901352
363,1.8221951127052307,0.13320794701576233,0.08443417400121689,0.08446454256772995
364,1.8221433758735657,0.13318534195423126,0.08443227410316467,0.08446352928876877
365,1.8220920115709305,0.13316243886947632,0.08443041890859604,0.08446253836154938
366,1.8220408111810684,0.1331392526626587,0.08442860096693039,0.08446155488491058
367,1.8219898492097855,0.13311578333377838,0.08442681282758713,0.08446059376001358
368,1.8219389617443085,0.1330920159816742,0.08442504703998566,0.08445964753627777
369,1.8218884468078613,0.13306795060634613,0.08442334085702896,0.08445870876312256
370,1.8218378573656082,0.1330435872077942,0.08442164957523346,0.08445777744054794
